chunk_id,parent_doc_id,chunk_index,chunk_text,doc_type,source_document,source_section,product_name,product_code,sku,tags,keywords,category,confidence,source_reference,notes
intent_1,dayjoy_master_intent_dataset,1,Q: What is Multivitamins Tablets? A: Multivitamins Tablets is a HEALTH CARE product by Dayjoy.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Multivitamins Tablets,DJP1094,DJ-HEA-0095,informational;product_info,what is multivitamins tablets,informational,high,Products Master,
faq_1530,dayjoy_all_faqs_combined,1530,Q: How does it compare to other GERMANIUM & MAGNETIC products? A: This product is uniquely formulated under the Dayjoy brand. Specific comparison requires more details on the exact variant you are comparing it to.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,comparison,,DJP1137,DJ-GER-0138,comparison;faq,how does it compare to other germanium magnetic,faq,medium,Various Documents,
faq_1531,dayjoy_all_faqs_combined,1531,Q: What is the pack size? A: This specific item comes in a Pack of 2 pack size.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,dosage,,DJP1137,DJ-GER-0138,dosage;faq,what is the pack size,faq,medium,Various Documents,
faq_1532,dayjoy_all_faqs_combined,1532,Q: Who manufactures this product? A: This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,faq_dataset,Dayjoy_All_FAQs_Combined.csv,general_info,,DJP1137,DJ-GER-0138,general_info;faq,who manufactures this product,faq,medium,Various Documents,
faq_1533,dayjoy_all_faqs_combined,1533,"Q: What is Aqua Energiser (Pack of 3)? A: Aqua Energiser (Pack of 3) is a product under the AQUA ESSENTIALS category, offered by the brand Dayjoy.",faq_dataset,Dayjoy_All_FAQs_Combined.csv,general_info,,DJP1138,DJ-AQU-0139,general_info;faq,what is aqua energiser pack of 3,faq,medium,Various Documents,
faq_1534,dayjoy_all_faqs_combined,1534,"Q: What is the price and business volume (BV) for Aqua Energiser (Pack of 3)? A: The MRP is ₹9000.0, Distributor Price (DP) is ₹5499.0, and the Business Volume (BV) is 2500.0.",faq_dataset,Dayjoy_All_FAQs_Combined.csv,pricing,,DJP1138,DJ-AQU-0139,pricing;faq,what is the price and business volume bv,faq,high,Various Documents,
faq_1535,dayjoy_all_faqs_combined,1535,Q: Who should use this? A: Consumers interested in AQUA ESSENTIALS solutions provided by Dayjoy.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,usage,,DJP1138,DJ-AQU-0139,usage;faq,who should use this,faq,medium,Various Documents,
faq_1536,dayjoy_all_faqs_combined,1536,Q: Are there specific usage instructions? A: Please refer to the product packaging for detailed usage and assembly instructions.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,safety,,DJP1138,DJ-AQU-0139,safety;faq,are there specific usage instructions,faq,medium,Various Documents,
faq_1537,dayjoy_all_faqs_combined,1537,Q: How should it be stored? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,storage,,DJP1138,DJ-AQU-0139,storage;faq,how should it be stored,faq,low,Various Documents,
faq_1538,dayjoy_all_faqs_combined,1538,Q: What is the shelf life / expiry? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,shelf_life,,DJP1138,DJ-AQU-0139,shelf_life;faq,what is the shelf life expiry,faq,low,Various Documents,
faq_1539,dayjoy_all_faqs_combined,1539,Q: What are the ingredients? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,ingredients,,DJP1138,DJ-AQU-0139,ingredients;faq,what are the ingredients,faq,low,Various Documents,
faq_1540,dayjoy_all_faqs_combined,1540,Q: Who should avoid it / contraindications? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,safety,,DJP1138,DJ-AQU-0139,safety;faq,who should avoid it contraindications,faq,low,Various Documents,
faq_1541,dayjoy_all_faqs_combined,1541,Q: How does it compare to other AQUA ESSENTIALS products? A: This product is uniquely formulated under the Dayjoy brand. Specific comparison requires more details on the exact variant you are comparing it to.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,comparison,,DJP1138,DJ-AQU-0139,comparison;faq,how does it compare to other aqua essentials,faq,medium,Various Documents,
faq_1542,dayjoy_all_faqs_combined,1542,Q: What is the pack size? A: This specific item comes in a Pack of 3 pack size.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,dosage,,DJP1138,DJ-AQU-0139,dosage;faq,what is the pack size,faq,medium,Various Documents,
faq_1543,dayjoy_all_faqs_combined,1543,Q: Who manufactures this product? A: This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,faq_dataset,Dayjoy_All_FAQs_Combined.csv,general_info,,DJP1138,DJ-AQU-0139,general_info;faq,who manufactures this product,faq,medium,Various Documents,
faq_1544,dayjoy_all_faqs_combined,1544,"Q: What is Aqua Energiser (Single)? A: Aqua Energiser (Single) is a product under the AQUA ESSENTIALS category, offered by the brand Dayjoy.",faq_dataset,Dayjoy_All_FAQs_Combined.csv,general_info,,DJP1139,DJ-AQU-0140,general_info;faq,what is aqua energiser single,faq,medium,Various Documents,
faq_1545,dayjoy_all_faqs_combined,1545,"Q: What is the price and business volume (BV) for Aqua Energiser (Single)? A: The MRP is ₹3499.0, Distributor Price (DP) is ₹2000.0, and the Business Volume (BV) is 1100.0.",faq_dataset,Dayjoy_All_FAQs_Combined.csv,pricing,,DJP1139,DJ-AQU-0140,pricing;faq,what is the price and business volume bv,faq,high,Various Documents,
faq_1546,dayjoy_all_faqs_combined,1546,Q: Who should use this? A: Consumers interested in AQUA ESSENTIALS solutions provided by Dayjoy.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,usage,,DJP1139,DJ-AQU-0140,usage;faq,who should use this,faq,medium,Various Documents,
faq_1547,dayjoy_all_faqs_combined,1547,Q: Are there specific usage instructions? A: Please refer to the product packaging for detailed usage and assembly instructions.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,safety,,DJP1139,DJ-AQU-0140,safety;faq,are there specific usage instructions,faq,medium,Various Documents,
faq_1548,dayjoy_all_faqs_combined,1548,Q: How should it be stored? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,storage,,DJP1139,DJ-AQU-0140,storage;faq,how should it be stored,faq,low,Various Documents,
faq_1549,dayjoy_all_faqs_combined,1549,Q: What is the shelf life / expiry? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,shelf_life,,DJP1139,DJ-AQU-0140,shelf_life;faq,what is the shelf life expiry,faq,low,Various Documents,
faq_1550,dayjoy_all_faqs_combined,1550,Q: What are the ingredients? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,ingredients,,DJP1139,DJ-AQU-0140,ingredients;faq,what are the ingredients,faq,low,Various Documents,
faq_1551,dayjoy_all_faqs_combined,1551,Q: Who should avoid it / contraindications? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,safety,,DJP1139,DJ-AQU-0140,safety;faq,who should avoid it contraindications,faq,low,Various Documents,
faq_1552,dayjoy_all_faqs_combined,1552,Q: How does it compare to other AQUA ESSENTIALS products? A: This product is uniquely formulated under the Dayjoy brand. Specific comparison requires more details on the exact variant you are comparing it to.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,comparison,,DJP1139,DJ-AQU-0140,comparison;faq,how does it compare to other aqua essentials,faq,medium,Various Documents,
faq_1553,dayjoy_all_faqs_combined,1553,Q: What is the pack size? A: This specific item comes in a Single pack size.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,dosage,,DJP1139,DJ-AQU-0140,dosage;faq,what is the pack size,faq,medium,Various Documents,
faq_1554,dayjoy_all_faqs_combined,1554,Q: Who manufactures this product? A: This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,faq_dataset,Dayjoy_All_FAQs_Combined.csv,general_info,,DJP1139,DJ-AQU-0140,general_info;faq,who manufactures this product,faq,medium,Various Documents,
faq_1555,dayjoy_all_faqs_combined,1555,"Q: What is New Perfect-Ion? A: New Perfect-Ion is a product under the AQUA ESSENTIALS category, offered by the brand Dayjoy.",faq_dataset,Dayjoy_All_FAQs_Combined.csv,general_info,,DJP1140,DJ-AQU-0141,general_info;faq,what is new perfect ion,faq,medium,Various Documents,
faq_1556,dayjoy_all_faqs_combined,1556,"Q: What is the price and business volume (BV) for New Perfect-Ion? A: The MRP is ₹23999.0, Distributor Price (DP) is ₹14999.0, and the Business Volume (BV) is 5000.0.",faq_dataset,Dayjoy_All_FAQs_Combined.csv,pricing,,DJP1140,DJ-AQU-0141,pricing;faq,what is the price and business volume bv,faq,high,Various Documents,
faq_1557,dayjoy_all_faqs_combined,1557,Q: Who should use this? A: Consumers interested in AQUA ESSENTIALS solutions provided by Dayjoy.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,usage,,DJP1140,DJ-AQU-0141,usage;faq,who should use this,faq,medium,Various Documents,
faq_1558,dayjoy_all_faqs_combined,1558,Q: Are there specific usage instructions? A: Please refer to the product packaging for detailed usage and assembly instructions.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,safety,,DJP1140,DJ-AQU-0141,safety;faq,are there specific usage instructions,faq,medium,Various Documents,
faq_1559,dayjoy_all_faqs_combined,1559,Q: How should it be stored? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,storage,,DJP1140,DJ-AQU-0141,storage;faq,how should it be stored,faq,low,Various Documents,
faq_1560,dayjoy_all_faqs_combined,1560,Q: What is the shelf life / expiry? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,shelf_life,,DJP1140,DJ-AQU-0141,shelf_life;faq,what is the shelf life expiry,faq,low,Various Documents,
faq_1561,dayjoy_all_faqs_combined,1561,Q: What are the ingredients? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,ingredients,,DJP1140,DJ-AQU-0141,ingredients;faq,what are the ingredients,faq,low,Various Documents,
faq_1562,dayjoy_all_faqs_combined,1562,Q: Who should avoid it / contraindications? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,safety,,DJP1140,DJ-AQU-0141,safety;faq,who should avoid it contraindications,faq,low,Various Documents,
faq_1563,dayjoy_all_faqs_combined,1563,Q: How does it compare to other AQUA ESSENTIALS products? A: This product is uniquely formulated under the Dayjoy brand. Specific comparison requires more details on the exact variant you are comparing it to.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,comparison,,DJP1140,DJ-AQU-0141,comparison;faq,how does it compare to other aqua essentials,faq,medium,Various Documents,
faq_1564,dayjoy_all_faqs_combined,1564,Q: What is the pack size? A: This specific item comes in a nan pack size.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,dosage,,DJP1140,DJ-AQU-0141,dosage;faq,what is the pack size,faq,medium,Various Documents,
faq_1565,dayjoy_all_faqs_combined,1565,Q: Who manufactures this product? A: This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,faq_dataset,Dayjoy_All_FAQs_Combined.csv,general_info,,DJP1140,DJ-AQU-0141,general_info;faq,who manufactures this product,faq,medium,Various Documents,
faq_1566,dayjoy_all_faqs_combined,1566,"Q: What is Perfect-Ion Testing Solutions? A: Perfect-Ion Testing Solutions is a product under the AQUA ESSENTIALS category, offered by the brand Dayjoy.",faq_dataset,Dayjoy_All_FAQs_Combined.csv,general_info,,DJP1141,DJ-AQU-0142,general_info;faq,what is perfect ion testing solutions,faq,medium,Various Documents,
faq_1567,dayjoy_all_faqs_combined,1567,"Q: What is the price and business volume (BV) for Perfect-Ion Testing Solutions? A: The MRP is ₹1399.0, Distributor Price (DP) is ₹699.0, and the Business Volume (BV) is 280.0.",faq_dataset,Dayjoy_All_FAQs_Combined.csv,pricing,,DJP1141,DJ-AQU-0142,pricing;faq,what is the price and business volume bv,faq,high,Various Documents,
faq_1568,dayjoy_all_faqs_combined,1568,Q: Who should use this? A: Consumers interested in AQUA ESSENTIALS solutions provided by Dayjoy.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,usage,,DJP1141,DJ-AQU-0142,usage;faq,who should use this,faq,medium,Various Documents,
faq_1569,dayjoy_all_faqs_combined,1569,Q: Are there specific usage instructions? A: Please refer to the product packaging for detailed usage and assembly instructions.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,safety,,DJP1141,DJ-AQU-0142,safety;faq,are there specific usage instructions,faq,medium,Various Documents,
faq_1570,dayjoy_all_faqs_combined,1570,Q: How should it be stored? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,storage,,DJP1141,DJ-AQU-0142,storage;faq,how should it be stored,faq,low,Various Documents,
faq_1571,dayjoy_all_faqs_combined,1571,Q: What is the shelf life / expiry? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,shelf_life,,DJP1141,DJ-AQU-0142,shelf_life;faq,what is the shelf life expiry,faq,low,Various Documents,
faq_1572,dayjoy_all_faqs_combined,1572,Q: What are the ingredients? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,ingredients,,DJP1141,DJ-AQU-0142,ingredients;faq,what are the ingredients,faq,low,Various Documents,
faq_1573,dayjoy_all_faqs_combined,1573,Q: Who should avoid it / contraindications? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,safety,,DJP1141,DJ-AQU-0142,safety;faq,who should avoid it contraindications,faq,low,Various Documents,
faq_1574,dayjoy_all_faqs_combined,1574,Q: How does it compare to other AQUA ESSENTIALS products? A: This product is uniquely formulated under the Dayjoy brand. Specific comparison requires more details on the exact variant you are comparing it to.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,comparison,,DJP1141,DJ-AQU-0142,comparison;faq,how does it compare to other aqua essentials,faq,medium,Various Documents,
faq_1575,dayjoy_all_faqs_combined,1575,Q: What is the pack size? A: This specific item comes in a nan pack size.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,dosage,,DJP1141,DJ-AQU-0142,dosage;faq,what is the pack size,faq,medium,Various Documents,
faq_1576,dayjoy_all_faqs_combined,1576,Q: Who manufactures this product? A: This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,faq_dataset,Dayjoy_All_FAQs_Combined.csv,general_info,,DJP1141,DJ-AQU-0142,general_info;faq,who manufactures this product,faq,medium,Various Documents,
faq_1577,dayjoy_all_faqs_combined,1577,"Q: What is Perfect-Ion Leaflets (Set of 25)? A: Perfect-Ion Leaflets (Set of 25) is a product under the AQUA ESSENTIALS category, offered by the brand Dayjoy.",faq_dataset,Dayjoy_All_FAQs_Combined.csv,general_info,,DJP1142,DJ-AQU-0143,general_info;faq,what is perfect ion leaflets set of 25,faq,medium,Various Documents,
faq_1578,dayjoy_all_faqs_combined,1578,"Q: What is the price and business volume (BV) for Perfect-Ion Leaflets (Set of 25)? A: The MRP is ₹36.0, Distributor Price (DP) is ₹36.0, and the Business Volume (BV) is 0.0.",faq_dataset,Dayjoy_All_FAQs_Combined.csv,pricing,,DJP1142,DJ-AQU-0143,pricing;faq,what is the price and business volume bv,faq,high,Various Documents,
faq_1579,dayjoy_all_faqs_combined,1579,Q: Who should use this? A: Consumers interested in AQUA ESSENTIALS solutions provided by Dayjoy.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,usage,,DJP1142,DJ-AQU-0143,usage;faq,who should use this,faq,medium,Various Documents,
faq_1580,dayjoy_all_faqs_combined,1580,Q: Are there specific usage instructions? A: Please refer to the product packaging for detailed usage and assembly instructions.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,safety,,DJP1142,DJ-AQU-0143,safety;faq,are there specific usage instructions,faq,medium,Various Documents,
faq_1581,dayjoy_all_faqs_combined,1581,Q: How should it be stored? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,storage,,DJP1142,DJ-AQU-0143,storage;faq,how should it be stored,faq,low,Various Documents,
faq_1582,dayjoy_all_faqs_combined,1582,Q: What is the shelf life / expiry? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,shelf_life,,DJP1142,DJ-AQU-0143,shelf_life;faq,what is the shelf life expiry,faq,low,Various Documents,
faq_1583,dayjoy_all_faqs_combined,1583,Q: What are the ingredients? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,ingredients,,DJP1142,DJ-AQU-0143,ingredients;faq,what are the ingredients,faq,low,Various Documents,
faq_1584,dayjoy_all_faqs_combined,1584,Q: Who should avoid it / contraindications? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,safety,,DJP1142,DJ-AQU-0143,safety;faq,who should avoid it contraindications,faq,low,Various Documents,
faq_1585,dayjoy_all_faqs_combined,1585,Q: How does it compare to other AQUA ESSENTIALS products? A: This product is uniquely formulated under the Dayjoy brand. Specific comparison requires more details on the exact variant you are comparing it to.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,comparison,,DJP1142,DJ-AQU-0143,comparison;faq,how does it compare to other aqua essentials,faq,medium,Various Documents,
faq_1586,dayjoy_all_faqs_combined,1586,Q: What is the pack size? A: This specific item comes in a Set of 25 pack size.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,dosage,,DJP1142,DJ-AQU-0143,dosage;faq,what is the pack size,faq,medium,Various Documents,
faq_1587,dayjoy_all_faqs_combined,1587,Q: Who manufactures this product? A: This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,faq_dataset,Dayjoy_All_FAQs_Combined.csv,general_info,,DJP1142,DJ-AQU-0143,general_info;faq,who manufactures this product,faq,medium,Various Documents,
faq_1588,dayjoy_all_faqs_combined,1588,"Q: What is Perfect-Ion Leaflets (Set of 50)? A: Perfect-Ion Leaflets (Set of 50) is a product under the AQUA ESSENTIALS category, offered by the brand Dayjoy.",faq_dataset,Dayjoy_All_FAQs_Combined.csv,general_info,,DJP1143,DJ-AQU-0144,general_info;faq,what is perfect ion leaflets set of 50,faq,medium,Various Documents,
faq_1589,dayjoy_all_faqs_combined,1589,"Q: What is the price and business volume (BV) for Perfect-Ion Leaflets (Set of 50)? A: The MRP is ₹66.0, Distributor Price (DP) is ₹66.0, and the Business Volume (BV) is 0.0.",faq_dataset,Dayjoy_All_FAQs_Combined.csv,pricing,,DJP1143,DJ-AQU-0144,pricing;faq,what is the price and business volume bv,faq,high,Various Documents,
faq_1590,dayjoy_all_faqs_combined,1590,Q: Who should use this? A: Consumers interested in AQUA ESSENTIALS solutions provided by Dayjoy.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,usage,,DJP1143,DJ-AQU-0144,usage;faq,who should use this,faq,medium,Various Documents,
faq_1591,dayjoy_all_faqs_combined,1591,Q: Are there specific usage instructions? A: Please refer to the product packaging for detailed usage and assembly instructions.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,safety,,DJP1143,DJ-AQU-0144,safety;faq,are there specific usage instructions,faq,medium,Various Documents,
faq_1592,dayjoy_all_faqs_combined,1592,Q: How should it be stored? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,storage,,DJP1143,DJ-AQU-0144,storage;faq,how should it be stored,faq,low,Various Documents,
faq_1593,dayjoy_all_faqs_combined,1593,Q: What is the shelf life / expiry? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,shelf_life,,DJP1143,DJ-AQU-0144,shelf_life;faq,what is the shelf life expiry,faq,low,Various Documents,
faq_1594,dayjoy_all_faqs_combined,1594,Q: What are the ingredients? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,ingredients,,DJP1143,DJ-AQU-0144,ingredients;faq,what are the ingredients,faq,low,Various Documents,
faq_1595,dayjoy_all_faqs_combined,1595,Q: Who should avoid it / contraindications? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,safety,,DJP1143,DJ-AQU-0144,safety;faq,who should avoid it contraindications,faq,low,Various Documents,
faq_1596,dayjoy_all_faqs_combined,1596,Q: How does it compare to other AQUA ESSENTIALS products? A: This product is uniquely formulated under the Dayjoy brand. Specific comparison requires more details on the exact variant you are comparing it to.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,comparison,,DJP1143,DJ-AQU-0144,comparison;faq,how does it compare to other aqua essentials,faq,medium,Various Documents,
faq_1597,dayjoy_all_faqs_combined,1597,Q: What is the pack size? A: This specific item comes in a Set of 50 pack size.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,dosage,,DJP1143,DJ-AQU-0144,dosage;faq,what is the pack size,faq,medium,Various Documents,
faq_1598,dayjoy_all_faqs_combined,1598,Q: Who manufactures this product? A: This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,faq_dataset,Dayjoy_All_FAQs_Combined.csv,general_info,,DJP1143,DJ-AQU-0144,general_info;faq,who manufactures this product,faq,medium,Various Documents,
faq_1599,dayjoy_all_faqs_combined,1599,"Q: What is N-SF 9.5 Mineraliser? A: N-SF 9.5 Mineraliser is a product under the AQUA ESSENTIALS category, offered by the brand Dayjoy.",faq_dataset,Dayjoy_All_FAQs_Combined.csv,general_info,,DJP1144,DJ-AQU-0145,general_info;faq,what is n sf 9 5 mineraliser,faq,medium,Various Documents,
faq_1600,dayjoy_all_faqs_combined,1600,"Q: What is the price and business volume (BV) for N-SF 9.5 Mineraliser? A: The MRP is ₹1999.0, Distributor Price (DP) is ₹1499.0, and the Business Volume (BV) is 450.0.",faq_dataset,Dayjoy_All_FAQs_Combined.csv,pricing,,DJP1144,DJ-AQU-0145,pricing;faq,what is the price and business volume bv,faq,high,Various Documents,
faq_1601,dayjoy_all_faqs_combined,1601,Q: Who should use this? A: Consumers interested in AQUA ESSENTIALS solutions provided by Dayjoy.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,usage,,DJP1144,DJ-AQU-0145,usage;faq,who should use this,faq,medium,Various Documents,
faq_1602,dayjoy_all_faqs_combined,1602,Q: Are there specific usage instructions? A: Please refer to the product packaging for detailed usage and assembly instructions.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,safety,,DJP1144,DJ-AQU-0145,safety;faq,are there specific usage instructions,faq,medium,Various Documents,
faq_1603,dayjoy_all_faqs_combined,1603,Q: How should it be stored? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,storage,,DJP1144,DJ-AQU-0145,storage;faq,how should it be stored,faq,low,Various Documents,
faq_1604,dayjoy_all_faqs_combined,1604,Q: What is the shelf life / expiry? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,shelf_life,,DJP1144,DJ-AQU-0145,shelf_life;faq,what is the shelf life expiry,faq,low,Various Documents,
faq_1605,dayjoy_all_faqs_combined,1605,Q: What are the ingredients? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,ingredients,,DJP1144,DJ-AQU-0145,ingredients;faq,what are the ingredients,faq,low,Various Documents,
faq_1606,dayjoy_all_faqs_combined,1606,Q: Who should avoid it / contraindications? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,safety,,DJP1144,DJ-AQU-0145,safety;faq,who should avoid it contraindications,faq,low,Various Documents,
faq_1607,dayjoy_all_faqs_combined,1607,Q: How does it compare to other AQUA ESSENTIALS products? A: This product is uniquely formulated under the Dayjoy brand. Specific comparison requires more details on the exact variant you are comparing it to.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,comparison,,DJP1144,DJ-AQU-0145,comparison;faq,how does it compare to other aqua essentials,faq,medium,Various Documents,
faq_1608,dayjoy_all_faqs_combined,1608,Q: What is the pack size? A: This specific item comes in a nan pack size.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,dosage,,DJP1144,DJ-AQU-0145,dosage;faq,what is the pack size,faq,medium,Various Documents,
faq_1609,dayjoy_all_faqs_combined,1609,Q: Who manufactures this product? A: This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,faq_dataset,Dayjoy_All_FAQs_Combined.csv,general_info,,DJP1144,DJ-AQU-0145,general_info;faq,who manufactures this product,faq,medium,Various Documents,
faq_1610,dayjoy_all_faqs_combined,1610,"Q: What is N-SF 10.5 Mineraliser? A: N-SF 10.5 Mineraliser is a product under the AQUA ESSENTIALS category, offered by the brand Dayjoy.",faq_dataset,Dayjoy_All_FAQs_Combined.csv,general_info,,DJP1145,DJ-AQU-0146,general_info;faq,what is n sf 10 5 mineraliser,faq,medium,Various Documents,
faq_1611,dayjoy_all_faqs_combined,1611,"Q: What is the price and business volume (BV) for N-SF 10.5 Mineraliser? A: The MRP is ₹1999.0, Distributor Price (DP) is ₹1499.0, and the Business Volume (BV) is 450.0.",faq_dataset,Dayjoy_All_FAQs_Combined.csv,pricing,,DJP1145,DJ-AQU-0146,pricing;faq,what is the price and business volume bv,faq,high,Various Documents,
faq_1612,dayjoy_all_faqs_combined,1612,Q: Who should use this? A: Consumers interested in AQUA ESSENTIALS solutions provided by Dayjoy.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,usage,,DJP1145,DJ-AQU-0146,usage;faq,who should use this,faq,medium,Various Documents,
faq_1613,dayjoy_all_faqs_combined,1613,Q: Are there specific usage instructions? A: Please refer to the product packaging for detailed usage and assembly instructions.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,safety,,DJP1145,DJ-AQU-0146,safety;faq,are there specific usage instructions,faq,medium,Various Documents,
faq_1614,dayjoy_all_faqs_combined,1614,Q: How should it be stored? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,storage,,DJP1145,DJ-AQU-0146,storage;faq,how should it be stored,faq,low,Various Documents,
faq_1615,dayjoy_all_faqs_combined,1615,Q: What is the shelf life / expiry? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,shelf_life,,DJP1145,DJ-AQU-0146,shelf_life;faq,what is the shelf life expiry,faq,low,Various Documents,
faq_1616,dayjoy_all_faqs_combined,1616,Q: What are the ingredients? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,ingredients,,DJP1145,DJ-AQU-0146,ingredients;faq,what are the ingredients,faq,low,Various Documents,
faq_1617,dayjoy_all_faqs_combined,1617,Q: Who should avoid it / contraindications? A: Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,faq_dataset,Dayjoy_All_FAQs_Combined.csv,safety,,DJP1145,DJ-AQU-0146,safety;faq,who should avoid it contraindications,faq,low,Various Documents,
