chunk_id,parent_doc_id,chunk_index,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes,source_document,source_section,page_number,document_type,tags,keywords,categories
dayjoy_master_intent_dataset_3612,dayjoy_master_intent_dataset,3612,"I have Hair loss, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Hair loss. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have hair loss what should i take,health-condition
dayjoy_master_intent_dataset_3613,dayjoy_master_intent_dataset,3613,How is my payment secured?,"Dayjoy uses PAYU and Razorpay gateways which employ data encryption, SSL, and Tokenization to secure payments.",compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,,Dayjoy_Master_Intent_Dataset.csv,compliance,,intent_dataset,compliance;policy,how is my payment secured,compliance
dayjoy_master_intent_dataset_3614,dayjoy_master_intent_dataset,3614,Is Happy Soil - Humic (500ml) a food product?,It is categorized under AGRICULTURE & VETERINARY.,informational,product_category,Happy Soil - Humic (500ml),DJP1123,DJ-AGR-0124,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is happy soil humic 500ml a food product,informational
dayjoy_master_intent_dataset_3615,dayjoy_master_intent_dataset,3615,How much BV for Jaljeera (100g)?,The Business Volume (BV) is 15.0.,pricing,bv,Jaljeera (100g),DJP1013,DJ-FOO-0014,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;bv,how much bv for jaljeera 100g,pricing
dayjoy_master_intent_dataset_3616,dayjoy_master_intent_dataset,3616,"I have Memory loss, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE for Memory loss. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have memory loss what should i take,health-condition
dayjoy_master_intent_dataset_3617,dayjoy_master_intent_dataset,3617,Is Sanitary Pad (XXL) (Pack of 10) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Sanitary Pad (XXL) (Pack of 10),DJP1044,DJ-PER-0045,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is sanitary pad xxl pack of 10 a,informational
dayjoy_master_intent_dataset_3618,dayjoy_master_intent_dataset,3618,Which product is good for Fatigue?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for fatigue,recommendation
dayjoy_master_intent_dataset_3619,dayjoy_master_intent_dataset,3619,How much is in one pack of PREMIUM PACKAGE?,The pack size is nan.,informational,pack_size,PREMIUM PACKAGE,DJP1165,DJ-COM-0166,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of premium,informational
dayjoy_master_intent_dataset_3620,dayjoy_master_intent_dataset,3620,DP of DJP1091,The Distributor Price (DP) is ₹1799.0.,pricing,dp,Kidney Kawach (300 g),DJP1091,DJ-HEA-0092,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;dp,dp of djp1091,pricing
dayjoy_master_intent_dataset_3621,dayjoy_master_intent_dataset,3621,"I have Hypoactive Sexual Desire Disorder, what should I take?","Dayjoy suggests ADILAFORTE TABLET for Hypoactive Sexual Desire Disorder. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have hypoactive sexual desire disorder what should,health-condition
dayjoy_master_intent_dataset_3622,dayjoy_master_intent_dataset,3622,Is Dayjoy Cap a food product?,It is categorized under PROMOTION TOOLS.,informational,product_category,Dayjoy Cap,DJP1148,DJ-PRO-0149,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is dayjoy cap a food product,informational
dayjoy_master_intent_dataset_3623,dayjoy_master_intent_dataset,3623,"I have Hypoactive Sexual Desire Disorder, what should I take?","Dayjoy suggests ADILAFORTE TABLET for Hypoactive Sexual Desire Disorder. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have hypoactive sexual desire disorder what should,health-condition
dayjoy_master_intent_dataset_3624,dayjoy_master_intent_dataset,3624,What is Amla Extract (60 Veg Capsules)?,Amla Extract (60 Veg Capsules) is a HEALTH CARE product by Dayjoy.,informational,product_info,Amla Extract (60 Veg Capsules),DJP1076,DJ-HEA-0077,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_info,what is amla extract 60 veg capsules,informational
dayjoy_master_intent_dataset_3625,dayjoy_master_intent_dataset,3625,What awards has Dayjoy won?,"Dayjoy won Startup of the Year (2020), 4th Annual Direct Selling Today Award (2021), and Entrepreneurship Excellence Award (2023).",company,info,,,,high,Dayjoy Brochure,,Dayjoy_Master_Intent_Dataset.csv,company,,intent_dataset,company;info,what awards has dayjoy won,company
dayjoy_master_intent_dataset_3626,dayjoy_master_intent_dataset,3626,DP of DJP1161,The Distributor Price (DP) is ₹135.0.,pricing,dp,English One-Page Compensation Plan (Set of 50 Leaflets),DJP1161,DJ-PRO-0162,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;dp,dp of djp1161,pricing
dayjoy_master_intent_dataset_3627,dayjoy_master_intent_dataset,3627,Do you have Arogya Churn (100g)?,"Yes, Arogya Churn (100g) is available. Code: DJP1078",transactional,availability,Arogya Churn (100g),DJP1078,DJ-HEA-0079,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,transactional,,intent_dataset,transactional;availability,do you have arogya churn 100g,transactional
dayjoy_master_intent_dataset_3628,dayjoy_master_intent_dataset,3628,How much BV for Haldi Powder (25g)?,The Business Volume (BV) is 1.0.,pricing,bv,Haldi Powder (25g),DJP1009,DJ-FOO-0010,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;bv,how much bv for haldi powder 25g,pricing
dayjoy_master_intent_dataset_3629,dayjoy_master_intent_dataset,3629,Do you have Seabuckthron Facial Kit (30g) (Pack of 6)?,"Yes, Seabuckthron Facial Kit (30g) (Pack of 6) is available. Code: DJP1045",transactional,availability,Seabuckthron Facial Kit (30g) (Pack of 6),DJP1045,DJ-PER-0046,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,transactional,,intent_dataset,transactional;availability,do you have seabuckthron facial kit 30g pack,transactional
dayjoy_master_intent_dataset_3630,dayjoy_master_intent_dataset,3630,Is Gold Facial Kit a food product?,It is categorized under SKIN CARE.,informational,product_category,Gold Facial Kit,DJP1058,DJ-SKI-0059,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is gold facial kit a food product,informational
dayjoy_master_intent_dataset_3631,dayjoy_master_intent_dataset,3631,Which product is good for Easy Bruising?,"Based on Dayjoy recommendations, you may consider ADILIV TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for easy bruising,recommendation
dayjoy_master_intent_dataset_3632,dayjoy_master_intent_dataset,3632,Is Dayjoy a get-rich-quick scheme?,"No, Dayjoy does not present its business as a get-rich-quick scheme. It requires commitment and effort.",compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,,Dayjoy_Master_Intent_Dataset.csv,compliance,,intent_dataset,compliance;policy,is dayjoy a get rich quick scheme,compliance
dayjoy_master_intent_dataset_3633,dayjoy_master_intent_dataset,3633,Where is Dayjoy manufacturing?,"Dayjoy has a 400-acre state-of-the-art facility in Kota, Rajasthan.",company,info,,,,high,Dayjoy Brochure,,Dayjoy_Master_Intent_Dataset.csv,company,,intent_dataset,company;info,where is dayjoy manufacturing,company
dayjoy_master_intent_dataset_3634,dayjoy_master_intent_dataset,3634,Tell me about Nonima (500ml),This is a premium product under Curind.,informational,product_discovery,Nonima (500ml),DJP1095,DJ-HEA-0096,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about nonima 500ml,informational
dayjoy_master_intent_dataset_3635,dayjoy_master_intent_dataset,3635,"I have Rapid Weight Gain, what should I take?","Dayjoy suggests AMPLE MEAL for Rapid Weight Gain. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have rapid weight gain what should i,health-condition
dayjoy_master_intent_dataset_3636,dayjoy_master_intent_dataset,3636,Which product is good for Memory loss?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for memory loss,recommendation
dayjoy_master_intent_dataset_3637,dayjoy_master_intent_dataset,3637,"I have Poor Nail Health, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Poor Nail Health. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have poor nail health what should i,health-condition
dayjoy_master_intent_dataset_3638,dayjoy_master_intent_dataset,3638,"I have Running Nose, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Running Nose. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have running nose what should i take,health-condition
dayjoy_master_intent_dataset_3639,dayjoy_master_intent_dataset,3639,"I have Fatigue, what should I take?","Dayjoy suggests ADILIPO TABLET for Fatigue. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have fatigue what should i take,health-condition
dayjoy_master_intent_dataset_3640,dayjoy_master_intent_dataset,3640,What is the MRP of Gold Facial Kit?,The MRP is ₹449.0.,pricing,mrp,Gold Facial Kit,DJP1058,DJ-SKI-0059,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of gold facial kit,pricing
dayjoy_master_intent_dataset_3641,dayjoy_master_intent_dataset,3641,Do you have Himalayan Pink Salt Sprinkler (200g)?,"Yes, Himalayan Pink Salt Sprinkler (200g) is available. Code: DJP1012",transactional,availability,Himalayan Pink Salt Sprinkler (200g),DJP1012,DJ-FOO-0013,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,transactional,,intent_dataset,transactional;availability,do you have himalayan pink salt sprinkler 200g,transactional
dayjoy_master_intent_dataset_3642,dayjoy_master_intent_dataset,3642,Can I run Facebook ads for Dayjoy?,Paid internet advertising like Facebook ads cannot use the company logo/trademark. Links must direct to your personal ID website.,compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,,Dayjoy_Master_Intent_Dataset.csv,compliance,,intent_dataset,compliance;policy,can i run facebook ads for dayjoy,compliance
dayjoy_master_intent_dataset_3643,dayjoy_master_intent_dataset,3643,"I have Allergic Conjunctivitis, what should I take?","Dayjoy suggests EYE ELIXIR DROPS for Allergic Conjunctivitis. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have allergic conjunctivitis what should i take,health-condition
dayjoy_master_intent_dataset_3644,dayjoy_master_intent_dataset,3644,"I have Loss of Appetite, what should I take?","Dayjoy suggests LIVEASE SYRUP OR GAS-O-FREE SYRUP for Loss of Appetite. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have loss of appetite what should i,health-condition
dayjoy_master_intent_dataset_3645,dayjoy_master_intent_dataset,3645,What is the MRP of L-Arginine++ - Energy Drink (100g)?,The MRP is ₹1499.0.,pricing,mrp,L-Arginine++ - Energy Drink (100g),DJP1108,DJ-HEA-0109,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of l arginine energy,pricing
dayjoy_master_intent_dataset_3646,dayjoy_master_intent_dataset,3646,DP of DJP1152,The Distributor Price (DP) is ₹150.0.,pricing,dp,Dayjoy Pin,DJP1152,DJ-PRO-0153,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;dp,dp of djp1152,pricing
dayjoy_master_intent_dataset_3647,dayjoy_master_intent_dataset,3647,How much is in one pack of Anti Pollution Face Wash (150ml)?,The pack size is 150ml.,informational,pack_size,Anti Pollution Face Wash (150ml),DJP1026,DJ-PER-0027,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of anti,informational
dayjoy_master_intent_dataset_3648,dayjoy_master_intent_dataset,3648,"I have Fatigue, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Fatigue. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have fatigue what should i take,health-condition
dayjoy_master_intent_dataset_3649,dayjoy_master_intent_dataset,3649,Which product is good for Inflammation & Swelling?,"Based on Dayjoy recommendations, you may consider ORTHOFIX TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for inflammation swelling,recommendation
dayjoy_master_intent_dataset_3650,dayjoy_master_intent_dataset,3650,Which product is good for Sweating?,"Based on Dayjoy recommendations, you may consider AMPLE MEAL. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for sweating,recommendation
dayjoy_master_intent_dataset_3651,dayjoy_master_intent_dataset,3651,"I have Nausea and Diarrhoea, what should I take?","Dayjoy suggests HIENERGY TABLETS for Nausea and Diarrhoea. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have nausea and diarrhoea what should i,health-condition
dayjoy_master_intent_dataset_3652,dayjoy_master_intent_dataset,3652,"I have Sweating, what should I take?","Dayjoy suggests AMPLE MEAL for Sweating. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have sweating what should i take,health-condition
dayjoy_master_intent_dataset_3653,dayjoy_master_intent_dataset,3653,What is the MRP of Sanitary Pad (XL) (Pack of 10)?,The MRP is ₹249.0.,pricing,mrp,Sanitary Pad (XL) (Pack of 10),DJP1043,DJ-PER-0044,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of sanitary pad xl,pricing
dayjoy_master_intent_dataset_3654,dayjoy_master_intent_dataset,3654,Are Chicken Masala (100g) and Sanitary Pad (XXL) (Pack of 10) the same?,"No, Chicken Masala (100g) is in FOOD PRODUCTS while Sanitary Pad (XXL) (Pack of 10) is in PERSONAL CARE.",comparison,category_difference,,,,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,comparison,,intent_dataset,comparison;category_difference,are chicken masala 100g and sanitary pad xxl,comparison
dayjoy_master_intent_dataset_3655,dayjoy_master_intent_dataset,3655,Which product is good for Irritability?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for irritability,recommendation
dayjoy_master_intent_dataset_3656,dayjoy_master_intent_dataset,3656,"I have Difficulty concentrating, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Difficulty concentrating. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have difficulty concentrating what should i take,health-condition
dayjoy_master_intent_dataset_3657,dayjoy_master_intent_dataset,3657,"I have Disturbed bowel movements, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Disturbed bowel movements. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have disturbed bowel movements what should i,health-condition
dayjoy_master_intent_dataset_3658,dayjoy_master_intent_dataset,3658,"I have Lack of Energy, what should I take?","Dayjoy suggests HIENERGY TABLETS for Lack of Energy. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have lack of energy what should i,health-condition
dayjoy_master_intent_dataset_3659,dayjoy_master_intent_dataset,3659,What is the MRP of Seabuckthron Massage Gel (30g)?,The MRP is ₹225.0.,pricing,mrp,Seabuckthron Massage Gel (30g),DJP1048,DJ-PER-0049,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of seabuckthron massage gel,pricing
dayjoy_master_intent_dataset_3660,dayjoy_master_intent_dataset,3660,"I have Waking up too early, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE for Waking up too early. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have waking up too early what should,health-condition
dayjoy_master_intent_dataset_3661,dayjoy_master_intent_dataset,3661,"I have Swelling in legs ankles and feet from retention of fluids, what should I take?","Dayjoy suggests KIDNEY KAWACH for Swelling in legs ankles and feet from retention of fluids. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have swelling in legs ankles and feet,health-condition
dayjoy_master_intent_dataset_3662,dayjoy_master_intent_dataset,3662,"I have Dizziness or Light Headedness, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Dizziness or Light Headedness. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have dizziness or light headedness what should,health-condition
dayjoy_master_intent_dataset_3663,dayjoy_master_intent_dataset,3663,Does Dayjoy have GMP?,"Yes, Dayjoy operates under strict WHO-GMP compliance with a valid Certificate of GMP.",compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,,Dayjoy_Master_Intent_Dataset.csv,compliance,,intent_dataset,compliance;policy,does dayjoy have gmp,compliance
dayjoy_master_intent_dataset_3664,dayjoy_master_intent_dataset,3664,Do I need to pay a joining fee?,"No, there are no expensive start-up costs or burdening overheads.",business,joining,,,,high,Dayjoy Brochure / Loyalty Program,,Dayjoy_Master_Intent_Dataset.csv,business,,intent_dataset,business;joining,do i need to pay a joining fee,business
dayjoy_master_intent_dataset_3665,dayjoy_master_intent_dataset,3665,Which product is good for Poor Hair Health?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for poor hair health,recommendation
dayjoy_master_intent_dataset_3666,dayjoy_master_intent_dataset,3666,What is GoPiles Syrup (500ml)?,GoPiles Syrup (500ml) is a HEALTH CARE product by Dayjoy.,informational,product_info,GoPiles Syrup (500ml),DJP1084,DJ-HEA-0085,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_info,what is gopiles syrup 500ml,informational
dayjoy_master_intent_dataset_3667,dayjoy_master_intent_dataset,3667,Which product is good for Mental Disorder?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for mental disorder,recommendation
dayjoy_master_intent_dataset_3668,dayjoy_master_intent_dataset,3668,Is Daily Tea (500g) a food product?,It is categorized under FOOD PRODUCTS.,informational,product_category,Daily Tea (500g),DJP1004,DJ-FOO-0005,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is daily tea 500g a food product,informational
dayjoy_master_intent_dataset_3669,dayjoy_master_intent_dataset,3669,Is Kahwa Masala Chai (25 Pcs) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Kahwa Masala Chai (25 Pcs),DJP1111,DJ-HEA-0112,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is kahwa masala chai 25 pcs a food,informational
dayjoy_master_intent_dataset_3670,dayjoy_master_intent_dataset,3670,"I have Pain when lifting the leg, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES for Pain when lifting the leg. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have pain when lifting the leg what,health-condition
dayjoy_master_intent_dataset_3671,dayjoy_master_intent_dataset,3671,Which product is good for Red Eyes?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for red eyes,recommendation
dayjoy_master_intent_dataset_3672,dayjoy_master_intent_dataset,3672,"I have Fatigue, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Fatigue. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have fatigue what should i take,health-condition
dayjoy_master_intent_dataset_3673,dayjoy_master_intent_dataset,3673,What is Joy-O-Zyme (500ml)?,Joy-O-Zyme (500ml) is a AGRICULTURE & VETERINARY product by Dayjoy.,informational,product_info,Joy-O-Zyme (500ml),DJP1130,DJ-AGR-0131,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_info,what is joy o zyme 500ml,informational
dayjoy_master_intent_dataset_3674,dayjoy_master_intent_dataset,3674,"I have Extreme Hunger, what should I take?","Dayjoy suggests DIBEAT TABLETS for Extreme Hunger. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have extreme hunger what should i take,health-condition
dayjoy_master_intent_dataset_3675,dayjoy_master_intent_dataset,3675,"Which product is good for Cough, Sore Throat?","Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for cough sore throat,recommendation
dayjoy_master_intent_dataset_3676,dayjoy_master_intent_dataset,3676,Is Kesham (100ml) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Kesham (100ml),DJP1035,DJ-PER-0036,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is kesham 100ml a food product,informational
dayjoy_master_intent_dataset_3677,dayjoy_master_intent_dataset,3677,When was Dayjoy started?,Dayjoy was incorporated in 2018 and launched its direct selling operations in 2019.,company,info,,,,high,Dayjoy Brochure,,Dayjoy_Master_Intent_Dataset.csv,company,,intent_dataset,company;info,when was dayjoy started,company
dayjoy_master_intent_dataset_3678,dayjoy_master_intent_dataset,3678,How much BV for Liquid Detergent (1Ltr.)?,The Business Volume (BV) is 74.0.,pricing,bv,Liquid Detergent (1Ltr.),DJP1117,DJ-HOM-0118,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;bv,how much bv for liquid detergent 1ltr,pricing
dayjoy_master_intent_dataset_3679,dayjoy_master_intent_dataset,3679,Which product is good for Increased Thirst?,"Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for increased thirst,recommendation
dayjoy_master_intent_dataset_3680,dayjoy_master_intent_dataset,3680,How much is in one pack of Dayjoy Cap?,The pack size is nan.,informational,pack_size,Dayjoy Cap,DJP1148,DJ-PRO-0149,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of dayjoy,informational
dayjoy_master_intent_dataset_3681,dayjoy_master_intent_dataset,3681,How do I get a refund?,Refunds for returned products are processed to the original bank account or payment method after inspection.,policy,shipping_refund,,,,high,Shipping/Refund Policy,,Dayjoy_Master_Intent_Dataset.csv,policy,,intent_dataset,policy;shipping_refund,how do i get a refund,policy
dayjoy_master_intent_dataset_3682,dayjoy_master_intent_dataset,3682,"I have Bright Red Blood in Stools an Itchy Anus, what should I take?","Dayjoy suggests GO PILES TABLETS for Bright Red Blood in Stools an Itchy Anus. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have bright red blood in stools an,health-condition
dayjoy_master_intent_dataset_3683,dayjoy_master_intent_dataset,3683,Tell me about Premium Suit Length (Black),This is a premium product under Domatti.,informational,product_discovery,Premium Suit Length (Black),DJP1119,DJ-CLO-0120,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about premium suit length black,informational
dayjoy_master_intent_dataset_3684,dayjoy_master_intent_dataset,3684,DP of DJP1050,The Distributor Price (DP) is ₹145.0.,pricing,dp,Seabuckthron Face Pack (30g),DJP1050,DJ-PER-0051,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;dp,dp of djp1050,pricing
dayjoy_master_intent_dataset_3685,dayjoy_master_intent_dataset,3685,Tell me about Face Serum (30ml),This is a premium product under Amara Beauty.,informational,product_discovery,Face Serum (30ml),DJP1057,DJ-SKI-0058,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about face serum 30ml,informational
