Recommendation_ID,Category,Category_Slug,Problem_or_Condition,Condition_Slug,Subcondition,Recommended_Product_1,Recommended_Product_2,Recommended_Product_3,Recommended_Product_4,All_Recommended_Products,Usage_or_Notes,Priority,Source_Page,Confidence,Original_Text_Snippet
REC-0127,EYE HEALTH,eye-health,Dry Eye,dry-eye,,EYE ELIXIR DROPS,EYE HEALTH++ TABLETS,GOLDEN ELIXIR OR SUPER FOOD CAPSULE OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE,MULTI VITAMINS TABLETS,EYE ELIXIR DROPS | EYE HEALTH++ TABLETS | GOLDEN ELIXIR | SUPER FOOD CAPSULE | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | MULTI VITAMINS TABLETS,"Eye Elixir Drops: 1-2 drops, 3-6 times/day. Eye Health++: 1 capsule twice daily.",High,79,High,Dry Eye
REC-0128,EYE HEALTH,eye-health,Eye Floaters,eye-floaters,,EYE ELIXIR DROPS,EYE HEALTH++ TABLETS,GOLDEN ELIXIR OR SUPER FOOD CAPSULE OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE,MULTI VITAMINS TABLETS,EYE ELIXIR DROPS | EYE HEALTH++ TABLETS | GOLDEN ELIXIR | SUPER FOOD CAPSULE | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | MULTI VITAMINS TABLETS,"Eye Elixir Drops: 1-2 drops, 3-6 times/day. Eye Health++: 1 capsule twice daily.",High,79,High,Eye Floaters
REC-0129,EYE HEALTH,eye-health,Eye Cancer & Tumors,eye-cancer-tumors,,EYE ELIXIR DROPS,EYE HEALTH++ TABLETS,GOLDEN ELIXIR OR SUPER FOOD CAPSULE OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE,MULTI VITAMINS TABLETS,EYE ELIXIR DROPS | EYE HEALTH++ TABLETS | GOLDEN ELIXIR | SUPER FOOD CAPSULE | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | MULTI VITAMINS TABLETS,"Eye Elixir Drops: 1-2 drops, 3-6 times/day. Eye Health++: 1 capsule twice daily.",High,79,High,Eye Cancer & Tumors
REC-0130,EYE HEALTH,eye-health,Tired Eyes,tired-eyes,,EYE ELIXIR DROPS,EYE HEALTH++ TABLETS,GOLDEN ELIXIR OR SUPER FOOD CAPSULE OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE,MULTI VITAMINS TABLETS,EYE ELIXIR DROPS | EYE HEALTH++ TABLETS | GOLDEN ELIXIR | SUPER FOOD CAPSULE | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | MULTI VITAMINS TABLETS,"Eye Elixir Drops: 1-2 drops, 3-6 times/day. Eye Health++: 1 capsule twice daily.",High,79,High,Tired Eyes
REC-0131,EYE HEALTH,eye-health,Red Eyes,red-eyes,,EYE ELIXIR DROPS,EYE HEALTH++ TABLETS,GOLDEN ELIXIR OR SUPER FOOD CAPSULE OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE,MULTI VITAMINS TABLETS,EYE ELIXIR DROPS | EYE HEALTH++ TABLETS | GOLDEN ELIXIR | SUPER FOOD CAPSULE | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | MULTI VITAMINS TABLETS,"Eye Elixir Drops: 1-2 drops, 3-6 times/day. Eye Health++: 1 capsule twice daily.",High,79,High,Red Eyes
REC-0132,EYE HEALTH,eye-health,Blurred Vision,blurred-vision,,EYE ELIXIR DROPS,EYE HEALTH++ TABLETS,GOLDEN ELIXIR OR SUPER FOOD CAPSULE OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE,MULTI VITAMINS TABLETS,EYE ELIXIR DROPS | EYE HEALTH++ TABLETS | GOLDEN ELIXIR | SUPER FOOD CAPSULE | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | MULTI VITAMINS TABLETS,"Eye Elixir Drops: 1-2 drops, 3-6 times/day. Eye Health++: 1 capsule twice daily.",High,79,High,Blurred Vision
REC-0133,EYE HEALTH,eye-health,Allergic Conjunctivitis,allergic-conjunctivitis,,EYE ELIXIR DROPS,EYE HEALTH++ TABLETS,GOLDEN ELIXIR OR SUPER FOOD CAPSULE OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE,MULTI VITAMINS TABLETS,EYE ELIXIR DROPS | EYE HEALTH++ TABLETS | GOLDEN ELIXIR | SUPER FOOD CAPSULE | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | MULTI VITAMINS TABLETS,"Eye Elixir Drops: 1-2 drops, 3-6 times/day. Eye Health++: 1 capsule twice daily.",High,79,High,Allergic Conjunctivitis
REC-0134,EYE HEALTH,eye-health,Night Blindness,night-blindness,,EYE ELIXIR DROPS,EYE HEALTH++ TABLETS,GOLDEN ELIXIR OR SUPER FOOD CAPSULE OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE,MULTI VITAMINS TABLETS,EYE ELIXIR DROPS | EYE HEALTH++ TABLETS | GOLDEN ELIXIR | SUPER FOOD CAPSULE | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | MULTI VITAMINS TABLETS,"Eye Elixir Drops: 1-2 drops, 3-6 times/day. Eye Health++: 1 capsule twice daily.",High,79,High,Night Blindness
REC-0135,ELDERLY PEOPLE HEALTH,elderly-people-health,Dementia,dementia,,MULTI VITAMINS TABLETS,CALCIUM TABLET,SUPER FOOD CAPSULE OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR GOLDEN ELIXIR,,MULTI VITAMINS TABLETS | CALCIUM TABLET | SUPER FOOD CAPSULE | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | GOLDEN ELIXIR,Calcium Tablet: 1 tablet daily after meals.,High,80,High,Dementia
REC-0136,ELDERLY PEOPLE HEALTH,elderly-people-health,Mental Disorder,mental-disorder,,MULTI VITAMINS TABLETS,CALCIUM TABLET,SUPER FOOD CAPSULE OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR GOLDEN ELIXIR,,MULTI VITAMINS TABLETS | CALCIUM TABLET | SUPER FOOD CAPSULE | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | GOLDEN ELIXIR,Calcium Tablet: 1 tablet daily after meals.,High,80,High,Mental Disorder
REC-0137,ELDERLY PEOPLE HEALTH,elderly-people-health,Difficult in healing physical injuries,difficult-in-healing-physical-injuries,,MULTI VITAMINS TABLETS,CALCIUM TABLET,SUPER FOOD CAPSULE OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR GOLDEN ELIXIR,,MULTI VITAMINS TABLETS | CALCIUM TABLET | SUPER FOOD CAPSULE | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | GOLDEN ELIXIR,Calcium Tablet: 1 tablet daily after meals.,High,80,High,Difficult in healing physical injuries
REC-0138,ELDERLY PEOPLE HEALTH,elderly-people-health,Malnutrition,malnutrition,,MULTI VITAMINS TABLETS,CALCIUM TABLET,SUPER FOOD CAPSULE OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR GOLDEN ELIXIR,,MULTI VITAMINS TABLETS | CALCIUM TABLET | SUPER FOOD CAPSULE | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | GOLDEN ELIXIR,Calcium Tablet: 1 tablet daily after meals.,High,80,High,Malnutrition
REC-0139,ELDERLY PEOPLE HEALTH,elderly-people-health,Sensory Impairment,sensory-impairment,,MULTI VITAMINS TABLETS,CALCIUM TABLET,SUPER FOOD CAPSULE OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR GOLDEN ELIXIR,,MULTI VITAMINS TABLETS | CALCIUM TABLET | SUPER FOOD CAPSULE | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | GOLDEN ELIXIR,Calcium Tablet: 1 tablet daily after meals.,High,80,High,Sensory Impairment
REC-0140,ELDERLY PEOPLE HEALTH,elderly-people-health,Oral Health Problems,oral-health-problems,,MULTI VITAMINS TABLETS,CALCIUM TABLET,SUPER FOOD CAPSULE OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR GOLDEN ELIXIR,,MULTI VITAMINS TABLETS | CALCIUM TABLET | SUPER FOOD CAPSULE | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | GOLDEN ELIXIR,Calcium Tablet: 1 tablet daily after meals.,High,80,High,Oral Health Problems
REC-0141,ELDERLY PEOPLE HEALTH,elderly-people-health,Generalised Pain,generalised-pain,,MULTI VITAMINS TABLETS,CALCIUM TABLET,SUPER FOOD CAPSULE OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR GOLDEN ELIXIR,,MULTI VITAMINS TABLETS | CALCIUM TABLET | SUPER FOOD CAPSULE | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | GOLDEN ELIXIR,Calcium Tablet: 1 tablet daily after meals.,High,80,High,Generalised Pain
REC-0142,SINUSITIS,sinusitis,Nasal inflammation,nasal-inflammation,,ASTHPRASH OR N-ASTHEAL TABLET,PREMIUM TULSI MAX,GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE,,ASTHPRASH | N-ASTHEAL TABLET | PREMIUM TULSI MAX | GOLDEN ELIXIR | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | SUPER FOOD CAPSULE,Asthprash: Adults 1 tbsp before sleep.,High,81,High,Nasal inflammation
REC-0143,SINUSITIS,sinusitis,Runny nose,runny-nose,,ASTHPRASH OR N-ASTHEAL TABLET,PREMIUM TULSI MAX,GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE,,ASTHPRASH | N-ASTHEAL TABLET | PREMIUM TULSI MAX | GOLDEN ELIXIR | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | SUPER FOOD CAPSULE,Asthprash: Adults 1 tbsp before sleep.,High,81,High,Runny nose
REC-0144,SINUSITIS,sinusitis,Drainage down the back of the throat,drainage-down-the-back-of-the-throat,,ASTHPRASH OR N-ASTHEAL TABLET,PREMIUM TULSI MAX,GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE,,ASTHPRASH | N-ASTHEAL TABLET | PREMIUM TULSI MAX | GOLDEN ELIXIR | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | SUPER FOOD CAPSULE,Asthprash: Adults 1 tbsp before sleep.,High,81,High,Drainage down the back of the throat
REC-0145,SINUSITIS,sinusitis,Blocked or stuffy (congested) nose causing difficulty breathing through nose,blocked-or-stuffy-congested-nose-causing-difficulty-breathing-through-nose,,ASTHPRASH OR N-ASTHEAL TABLET,PREMIUM TULSI MAX,GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE,,ASTHPRASH | N-ASTHEAL TABLET | PREMIUM TULSI MAX | GOLDEN ELIXIR | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | SUPER FOOD CAPSULE,Asthprash: Adults 1 tbsp before sleep.,High,81,High,Blocked or stuffy (congested) nose causing difficulty breathing through nose
REC-0146,SINUSITIS,sinusitis,Pain,pain,,ASTHPRASH OR N-ASTHEAL TABLET,PREMIUM TULSI MAX,GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE,,ASTHPRASH | N-ASTHEAL TABLET | PREMIUM TULSI MAX | GOLDEN ELIXIR | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | SUPER FOOD CAPSULE,Asthprash: Adults 1 tbsp before sleep.,High,81,High,Pain
REC-0147,SINUSITIS,sinusitis,Reduced sense of smell and taste,reduced-sense-of-smell-and-taste,,ASTHPRASH OR N-ASTHEAL TABLET,PREMIUM TULSI MAX,GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE,,ASTHPRASH | N-ASTHEAL TABLET | PREMIUM TULSI MAX | GOLDEN ELIXIR | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | SUPER FOOD CAPSULE,Asthprash: Adults 1 tbsp before sleep.,High,81,High,Reduced sense of smell and taste
REC-0148,HEALTHY SLEEP,healthy-sleep,Difficulty falling asleep at night,difficulty-falling-asleep-at-night,,GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE,HIENERGY TABLETS,MULTI VITAMINS TABLETS,,GOLDEN ELIXIR | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | SUPER FOOD CAPSULE | HIENERGY TABLETS | MULTI VITAMINS TABLETS,Golden Elixir: 1-2 times daily before meals.,High,82,High,Difficulty falling asleep at night
REC-0149,HEALTHY SLEEP,healthy-sleep,Waking up during the night,waking-up-during-the-night,,GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE,HIENERGY TABLETS,MULTI VITAMINS TABLETS,,GOLDEN ELIXIR | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | SUPER FOOD CAPSULE | HIENERGY TABLETS | MULTI VITAMINS TABLETS,Golden Elixir: 1-2 times daily before meals.,High,82,High,Waking up during the night
REC-0150,HEALTHY SLEEP,healthy-sleep,Waking up too early,waking-up-too-early,,GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE,HIENERGY TABLETS,MULTI VITAMINS TABLETS,,GOLDEN ELIXIR | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | SUPER FOOD CAPSULE | HIENERGY TABLETS | MULTI VITAMINS TABLETS,Golden Elixir: 1-2 times daily before meals.,High,82,High,Waking up too early
REC-0151,HEALTHY SLEEP,healthy-sleep,Sleep Daytime tiredness,sleep-daytime-tiredness,,GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE,HIENERGY TABLETS,MULTI VITAMINS TABLETS,,GOLDEN ELIXIR | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | SUPER FOOD CAPSULE | HIENERGY TABLETS | MULTI VITAMINS TABLETS,Golden Elixir: 1-2 times daily before meals.,High,82,High,Sleep Daytime tiredness
REC-0152,HEALTHY SLEEP,healthy-sleep,Depression or anxiety,depression-or-anxiety,,GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE,HIENERGY TABLETS,MULTI VITAMINS TABLETS,,GOLDEN ELIXIR | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | SUPER FOOD CAPSULE | HIENERGY TABLETS | MULTI VITAMINS TABLETS,Golden Elixir: 1-2 times daily before meals.,High,82,High,Depression or anxiety
REC-0153,HEALTHY SLEEP,healthy-sleep,Difficulty paying attention,difficulty-paying-attention,,GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE,HIENERGY TABLETS,MULTI VITAMINS TABLETS,,GOLDEN ELIXIR | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | SUPER FOOD CAPSULE | HIENERGY TABLETS | MULTI VITAMINS TABLETS,Golden Elixir: 1-2 times daily before meals.,High,82,High,Difficulty paying attention
REC-0154,HEALTHY SLEEP,healthy-sleep,Focusing on tasks or remembering,focusing-on-tasks-or-remembering,,GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE,HIENERGY TABLETS,MULTI VITAMINS TABLETS,,GOLDEN ELIXIR | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | SUPER FOOD CAPSULE | HIENERGY TABLETS | MULTI VITAMINS TABLETS,Golden Elixir: 1-2 times daily before meals.,High,82,High,Focusing on tasks or remembering
REC-0155,HEALTHY SLEEP,healthy-sleep,Increased errors or accidents,increased-errors-or-accidents,,GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE,HIENERGY TABLETS,MULTI VITAMINS TABLETS,,GOLDEN ELIXIR | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | SUPER FOOD CAPSULE | HIENERGY TABLETS | MULTI VITAMINS TABLETS,Golden Elixir: 1-2 times daily before meals.,High,82,High,Increased errors or accidents
REC-0156,HEALTHY SLEEP,healthy-sleep,Ongoing worries about sleep,ongoing-worries-about-sleep,,GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE,HIENERGY TABLETS,MULTI VITAMINS TABLETS,,GOLDEN ELIXIR | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | SUPER FOOD CAPSULE | HIENERGY TABLETS | MULTI VITAMINS TABLETS,Golden Elixir: 1-2 times daily before meals.,High,82,High,Ongoing worries about sleep
REC-0157,HAIR/NAIL HEALTH,hair-nail-health,Poor Hair Health,poor-hair-health,"hair loss, slow hair growth, hair thinning, dull & damaged hair",MULTI VITAMINS TABLETS,HB+ SYRUP,CALCIUM TABLET,GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE + BR RICH OIL OR VITAL PROTEIN OR L-ARGININE++ (NITRIC OXIDE PRECURSOR),MULTI VITAMINS TABLETS | HB+ SYRUP | CALCIUM TABLET | GOLDEN ELIXIR | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | SUPER FOOD CAPSULE + BR RICH OIL | VITAL PROTEIN | L-ARGININE++ (NITRIC OXIDE PRECURSOR),BR Rich Oil: Massage few drops on scalp.,High,83,High,Poor Hair Health
REC-0158,HAIR/NAIL HEALTH,hair-nail-health,Poor Nail Health,poor-nail-health,"Brittle nails, Nails discoloration, change in shape or color",MULTI VITAMINS TABLETS,HB+ SYRUP,CALCIUM TABLET,GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE + BR RICH OIL OR VITAL PROTEIN OR L-ARGININE++ (NITRIC OXIDE PRECURSOR),MULTI VITAMINS TABLETS | HB+ SYRUP | CALCIUM TABLET | GOLDEN ELIXIR | SEA BUCKTHORN JUICE | SUPER RICH BERRY JUICE | SUPER FOOD CAPSULE + BR RICH OIL | VITAL PROTEIN | L-ARGININE++ (NITRIC OXIDE PRECURSOR),BR Rich Oil: Massage few drops on scalp.,High,83,High,Poor Nail Health
