conversation_id,turn_id,role,message,channel,scenario,category,subcategory,locale,sentiment,status,priority,source,message_clean,memory_type,tags,keywords,confidence,source_reference,notes
conv_1,1,customer,What is Multivitamins Tablets?,chat,support_ticket,informational,product_info,en-IN,neutral,open,medium,intent_dataset,What is Multivitamins Tablets?,ticket_memory,informational;product_info,what is multivitamins tablets,high,intent_dataset,synthetic or source-backed conversation example
faqconv_24,1,customer,What is the price and business volume (BV) for Chicken Masala (100g)?,email,customer_journey,faq,pricing,en-IN,neutral,resolved,low,faq_dataset,What is the price and business volume (BV) for Chicken Masala (100g)?,journey_memory,faq;pricing,what is the price and business volume bv,high,faq_dataset,synthetic or source-backed conversation example
faqconv_24,2,agent,"The MRP is ₹110.0, Distributor Price (DP) is ₹90.0, and the Business Volume (BV) is 15.0.",email,customer_journey,faq,pricing,en-IN,positive,resolved,low,faq_dataset,"The MRP is ₹110.0, Distributor Price (DP) is ₹90.0, and the Business Volume (BV) is 15.0.",journey_memory,faq;pricing,the mrp is 110 0 distributor price dp,high,faq_dataset,synthetic or source-backed conversation example
faqconv_25,1,customer,Who should use this?,email,customer_journey,faq,usage,en-IN,neutral,resolved,low,faq_dataset,Who should use this?,journey_memory,faq;usage,who should use this,high,faq_dataset,synthetic or source-backed conversation example
faqconv_25,2,agent,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",email,customer_journey,faq,usage,en-IN,positive,resolved,low,faq_dataset,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",journey_memory,faq;usage,anyone looking for premium wholesome food and spice,high,faq_dataset,synthetic or source-backed conversation example
faqconv_26,1,customer,Is this product organic?,email,customer_journey,faq,general_info,en-IN,neutral,resolved,low,faq_dataset,Is this product organic?,journey_memory,faq;general_info,is this product organic,high,faq_dataset,synthetic or source-backed conversation example
faqconv_26,2,agent,"Aayushmaan and YumDum products emphasize pure, authentic ingredients. Please check the specific packaging for organic certification.",email,customer_journey,faq,general_info,en-IN,positive,resolved,low,faq_dataset,"Aayushmaan and YumDum products emphasize pure, authentic ingredients. Please check the specific packaging for organic certification.",journey_memory,faq;general_info,aayushmaan and yumdum products emphasize pure authentic ingredients,high,faq_dataset,synthetic or source-backed conversation example
faqconv_27,1,customer,How should it be stored?,email,customer_journey,faq,storage,en-IN,neutral,resolved,low,faq_dataset,How should it be stored?,journey_memory,faq;storage,how should it be stored,high,faq_dataset,synthetic or source-backed conversation example
faqconv_27,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,storage,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;storage,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_28,1,customer,What is the shelf life / expiry?,email,customer_journey,faq,shelf_life,en-IN,neutral,resolved,low,faq_dataset,What is the shelf life / expiry?,journey_memory,faq;shelf_life,what is the shelf life expiry,high,faq_dataset,synthetic or source-backed conversation example
faqconv_28,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,shelf_life,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;shelf_life,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_29,1,customer,What are the ingredients?,email,customer_journey,faq,ingredients,en-IN,neutral,resolved,low,faq_dataset,What are the ingredients?,journey_memory,faq;ingredients,what are the ingredients,high,faq_dataset,synthetic or source-backed conversation example
faqconv_29,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,ingredients,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;ingredients,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_30,1,customer,Who should avoid it / contraindications?,email,customer_journey,faq,safety,en-IN,neutral,resolved,low,faq_dataset,Who should avoid it / contraindications?,journey_memory,faq;safety,who should avoid it contraindications,high,faq_dataset,synthetic or source-backed conversation example
faqconv_30,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,safety,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;safety,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_31,1,customer,How does it compare to other FOOD PRODUCTS products?,email,customer_journey,faq,comparison,en-IN,neutral,resolved,low,faq_dataset,How does it compare to other FOOD PRODUCTS products?,journey_memory,faq;comparison,how does it compare to other food products,high,faq_dataset,synthetic or source-backed conversation example
faqconv_31,2,agent,This product is uniquely formulated under the Aayushmaan / YumDum / Total Joy brand. Specific comparison requires more details on the exact variant you are comparing it to.,email,customer_journey,faq,comparison,en-IN,positive,resolved,low,faq_dataset,This product is uniquely formulated under the Aayushmaan / YumDum / Total Joy brand. Specific comparison requires more details on the exact variant you are comparing it to.,journey_memory,faq;comparison,this product is uniquely formulated under the aayushmaan,high,faq_dataset,synthetic or source-backed conversation example
faqconv_32,1,customer,What is the pack size?,email,customer_journey,faq,dosage,en-IN,neutral,resolved,low,faq_dataset,What is the pack size?,journey_memory,faq;dosage,what is the pack size,high,faq_dataset,synthetic or source-backed conversation example
faqconv_32,2,agent,This specific item comes in a 100g pack size.,email,customer_journey,faq,dosage,en-IN,positive,resolved,low,faq_dataset,This specific item comes in a 100g pack size.,journey_memory,faq;dosage,this specific item comes in a 100g pack,high,faq_dataset,synthetic or source-backed conversation example
faqconv_33,1,customer,Who manufactures this product?,email,customer_journey,faq,general_info,en-IN,neutral,resolved,low,faq_dataset,Who manufactures this product?,journey_memory,faq;general_info,who manufactures this product,high,faq_dataset,synthetic or source-backed conversation example
faqconv_33,2,agent,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,email,customer_journey,faq,general_info,en-IN,positive,resolved,low,faq_dataset,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,journey_memory,faq;general_info,this product is associated with adila biotech dayjoy,high,faq_dataset,synthetic or source-backed conversation example
faqconv_34,1,customer,What is Daily Tea (250g)?,email,customer_journey,faq,general_info,en-IN,neutral,resolved,low,faq_dataset,What is Daily Tea (250g)?,journey_memory,faq;general_info,what is daily tea 250g,high,faq_dataset,synthetic or source-backed conversation example
faqconv_34,2,agent,"Daily Tea (250g) is a product under the FOOD PRODUCTS category, offered by the brand Aayushmaan / YumDum / Total Joy.",email,customer_journey,faq,general_info,en-IN,positive,resolved,low,faq_dataset,"Daily Tea (250g) is a product under the FOOD PRODUCTS category, offered by the brand Aayushmaan / YumDum / Total Joy.",journey_memory,faq;general_info,daily tea 250g is a product under the,high,faq_dataset,synthetic or source-backed conversation example
faqconv_35,1,customer,What is the price and business volume (BV) for Daily Tea (250g)?,email,customer_journey,faq,pricing,en-IN,neutral,resolved,low,faq_dataset,What is the price and business volume (BV) for Daily Tea (250g)?,journey_memory,faq;pricing,what is the price and business volume bv,high,faq_dataset,synthetic or source-backed conversation example
faqconv_35,2,agent,"The MRP is ₹169.0, Distributor Price (DP) is ₹125.0, and the Business Volume (BV) is 20.0.",email,customer_journey,faq,pricing,en-IN,positive,resolved,low,faq_dataset,"The MRP is ₹169.0, Distributor Price (DP) is ₹125.0, and the Business Volume (BV) is 20.0.",journey_memory,faq;pricing,the mrp is 169 0 distributor price dp,high,faq_dataset,synthetic or source-backed conversation example
faqconv_36,1,customer,Who should use this?,email,customer_journey,faq,usage,en-IN,neutral,resolved,low,faq_dataset,Who should use this?,journey_memory,faq;usage,who should use this,high,faq_dataset,synthetic or source-backed conversation example
faqconv_36,2,agent,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",email,customer_journey,faq,usage,en-IN,positive,resolved,low,faq_dataset,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",journey_memory,faq;usage,anyone looking for premium wholesome food and spice,high,faq_dataset,synthetic or source-backed conversation example
faqconv_37,1,customer,Is this product organic?,email,customer_journey,faq,general_info,en-IN,neutral,resolved,low,faq_dataset,Is this product organic?,journey_memory,faq;general_info,is this product organic,high,faq_dataset,synthetic or source-backed conversation example
faqconv_37,2,agent,"Aayushmaan and YumDum products emphasize pure, authentic ingredients. Please check the specific packaging for organic certification.",email,customer_journey,faq,general_info,en-IN,positive,resolved,low,faq_dataset,"Aayushmaan and YumDum products emphasize pure, authentic ingredients. Please check the specific packaging for organic certification.",journey_memory,faq;general_info,aayushmaan and yumdum products emphasize pure authentic ingredients,high,faq_dataset,synthetic or source-backed conversation example
faqconv_38,1,customer,How should it be stored?,email,customer_journey,faq,storage,en-IN,neutral,resolved,low,faq_dataset,How should it be stored?,journey_memory,faq;storage,how should it be stored,high,faq_dataset,synthetic or source-backed conversation example
faqconv_38,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,storage,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;storage,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_39,1,customer,What is the shelf life / expiry?,email,customer_journey,faq,shelf_life,en-IN,neutral,resolved,low,faq_dataset,What is the shelf life / expiry?,journey_memory,faq;shelf_life,what is the shelf life expiry,high,faq_dataset,synthetic or source-backed conversation example
faqconv_39,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,shelf_life,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;shelf_life,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_40,1,customer,What are the ingredients?,email,customer_journey,faq,ingredients,en-IN,neutral,resolved,low,faq_dataset,What are the ingredients?,journey_memory,faq;ingredients,what are the ingredients,high,faq_dataset,synthetic or source-backed conversation example
faqconv_40,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,ingredients,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;ingredients,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_41,1,customer,Who should avoid it / contraindications?,email,customer_journey,faq,safety,en-IN,neutral,resolved,low,faq_dataset,Who should avoid it / contraindications?,journey_memory,faq;safety,who should avoid it contraindications,high,faq_dataset,synthetic or source-backed conversation example
faqconv_41,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,safety,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;safety,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_42,1,customer,How does it compare to other FOOD PRODUCTS products?,email,customer_journey,faq,comparison,en-IN,neutral,resolved,low,faq_dataset,How does it compare to other FOOD PRODUCTS products?,journey_memory,faq;comparison,how does it compare to other food products,high,faq_dataset,synthetic or source-backed conversation example
faqconv_42,2,agent,This product is uniquely formulated under the Aayushmaan / YumDum / Total Joy brand. Specific comparison requires more details on the exact variant you are comparing it to.,email,customer_journey,faq,comparison,en-IN,positive,resolved,low,faq_dataset,This product is uniquely formulated under the Aayushmaan / YumDum / Total Joy brand. Specific comparison requires more details on the exact variant you are comparing it to.,journey_memory,faq;comparison,this product is uniquely formulated under the aayushmaan,high,faq_dataset,synthetic or source-backed conversation example
faqconv_43,1,customer,What is the pack size?,email,customer_journey,faq,dosage,en-IN,neutral,resolved,low,faq_dataset,What is the pack size?,journey_memory,faq;dosage,what is the pack size,high,faq_dataset,synthetic or source-backed conversation example
faqconv_43,2,agent,This specific item comes in a 250g pack size.,email,customer_journey,faq,dosage,en-IN,positive,resolved,low,faq_dataset,This specific item comes in a 250g pack size.,journey_memory,faq;dosage,this specific item comes in a 250g pack,high,faq_dataset,synthetic or source-backed conversation example
faqconv_44,1,customer,Who manufactures this product?,email,customer_journey,faq,general_info,en-IN,neutral,resolved,low,faq_dataset,Who manufactures this product?,journey_memory,faq;general_info,who manufactures this product,high,faq_dataset,synthetic or source-backed conversation example
faqconv_44,2,agent,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,email,customer_journey,faq,general_info,en-IN,positive,resolved,low,faq_dataset,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,journey_memory,faq;general_info,this product is associated with adila biotech dayjoy,high,faq_dataset,synthetic or source-backed conversation example
faqconv_45,1,customer,What is Daily Tea (500g)?,email,customer_journey,faq,general_info,en-IN,neutral,resolved,low,faq_dataset,What is Daily Tea (500g)?,journey_memory,faq;general_info,what is daily tea 500g,high,faq_dataset,synthetic or source-backed conversation example
faqconv_45,2,agent,"Daily Tea (500g) is a product under the FOOD PRODUCTS category, offered by the brand Aayushmaan / YumDum / Total Joy.",email,customer_journey,faq,general_info,en-IN,positive,resolved,low,faq_dataset,"Daily Tea (500g) is a product under the FOOD PRODUCTS category, offered by the brand Aayushmaan / YumDum / Total Joy.",journey_memory,faq;general_info,daily tea 500g is a product under the,high,faq_dataset,synthetic or source-backed conversation example
faqconv_46,1,customer,What is the price and business volume (BV) for Daily Tea (500g)?,email,customer_journey,faq,pricing,en-IN,neutral,resolved,low,faq_dataset,What is the price and business volume (BV) for Daily Tea (500g)?,journey_memory,faq;pricing,what is the price and business volume bv,high,faq_dataset,synthetic or source-backed conversation example
faqconv_46,2,agent,"The MRP is ₹329.0, Distributor Price (DP) is ₹245.0, and the Business Volume (BV) is 39.0.",email,customer_journey,faq,pricing,en-IN,positive,resolved,low,faq_dataset,"The MRP is ₹329.0, Distributor Price (DP) is ₹245.0, and the Business Volume (BV) is 39.0.",journey_memory,faq;pricing,the mrp is 329 0 distributor price dp,high,faq_dataset,synthetic or source-backed conversation example
faqconv_47,1,customer,Who should use this?,email,customer_journey,faq,usage,en-IN,neutral,resolved,low,faq_dataset,Who should use this?,journey_memory,faq;usage,who should use this,high,faq_dataset,synthetic or source-backed conversation example
faqconv_47,2,agent,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",email,customer_journey,faq,usage,en-IN,positive,resolved,low,faq_dataset,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",journey_memory,faq;usage,anyone looking for premium wholesome food and spice,high,faq_dataset,synthetic or source-backed conversation example
faqconv_48,1,customer,Is this product organic?,email,customer_journey,faq,general_info,en-IN,neutral,resolved,low,faq_dataset,Is this product organic?,journey_memory,faq;general_info,is this product organic,high,faq_dataset,synthetic or source-backed conversation example
faqconv_48,2,agent,"Aayushmaan and YumDum products emphasize pure, authentic ingredients. Please check the specific packaging for organic certification.",email,customer_journey,faq,general_info,en-IN,positive,resolved,low,faq_dataset,"Aayushmaan and YumDum products emphasize pure, authentic ingredients. Please check the specific packaging for organic certification.",journey_memory,faq;general_info,aayushmaan and yumdum products emphasize pure authentic ingredients,high,faq_dataset,synthetic or source-backed conversation example
faqconv_49,1,customer,How should it be stored?,email,customer_journey,faq,storage,en-IN,neutral,resolved,low,faq_dataset,How should it be stored?,journey_memory,faq;storage,how should it be stored,high,faq_dataset,synthetic or source-backed conversation example
faqconv_49,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,storage,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;storage,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_50,1,customer,What is the shelf life / expiry?,email,customer_journey,faq,shelf_life,en-IN,neutral,resolved,low,faq_dataset,What is the shelf life / expiry?,journey_memory,faq;shelf_life,what is the shelf life expiry,high,faq_dataset,synthetic or source-backed conversation example
faqconv_50,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,shelf_life,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;shelf_life,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_51,1,customer,What are the ingredients?,email,customer_journey,faq,ingredients,en-IN,neutral,resolved,low,faq_dataset,What are the ingredients?,journey_memory,faq;ingredients,what are the ingredients,high,faq_dataset,synthetic or source-backed conversation example
faqconv_51,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,ingredients,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;ingredients,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_52,1,customer,Who should avoid it / contraindications?,email,customer_journey,faq,safety,en-IN,neutral,resolved,low,faq_dataset,Who should avoid it / contraindications?,journey_memory,faq;safety,who should avoid it contraindications,high,faq_dataset,synthetic or source-backed conversation example
faqconv_52,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,safety,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;safety,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_53,1,customer,How does it compare to other FOOD PRODUCTS products?,email,customer_journey,faq,comparison,en-IN,neutral,resolved,low,faq_dataset,How does it compare to other FOOD PRODUCTS products?,journey_memory,faq;comparison,how does it compare to other food products,high,faq_dataset,synthetic or source-backed conversation example
faqconv_53,2,agent,This product is uniquely formulated under the Aayushmaan / YumDum / Total Joy brand. Specific comparison requires more details on the exact variant you are comparing it to.,email,customer_journey,faq,comparison,en-IN,positive,resolved,low,faq_dataset,This product is uniquely formulated under the Aayushmaan / YumDum / Total Joy brand. Specific comparison requires more details on the exact variant you are comparing it to.,journey_memory,faq;comparison,this product is uniquely formulated under the aayushmaan,high,faq_dataset,synthetic or source-backed conversation example
faqconv_54,1,customer,What is the pack size?,email,customer_journey,faq,dosage,en-IN,neutral,resolved,low,faq_dataset,What is the pack size?,journey_memory,faq;dosage,what is the pack size,high,faq_dataset,synthetic or source-backed conversation example
faqconv_54,2,agent,This specific item comes in a 500g pack size.,email,customer_journey,faq,dosage,en-IN,positive,resolved,low,faq_dataset,This specific item comes in a 500g pack size.,journey_memory,faq;dosage,this specific item comes in a 500g pack,high,faq_dataset,synthetic or source-backed conversation example
faqconv_55,1,customer,Who manufactures this product?,email,customer_journey,faq,general_info,en-IN,neutral,resolved,low,faq_dataset,Who manufactures this product?,journey_memory,faq;general_info,who manufactures this product,high,faq_dataset,synthetic or source-backed conversation example
faqconv_55,2,agent,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,email,customer_journey,faq,general_info,en-IN,positive,resolved,low,faq_dataset,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,journey_memory,faq;general_info,this product is associated with adila biotech dayjoy,high,faq_dataset,synthetic or source-backed conversation example
faqconv_56,1,customer,What is Dhaniya Powder (25g)?,email,customer_journey,faq,general_info,en-IN,neutral,resolved,low,faq_dataset,What is Dhaniya Powder (25g)?,journey_memory,faq;general_info,what is dhaniya powder 25g,high,faq_dataset,synthetic or source-backed conversation example
faqconv_56,2,agent,"Dhaniya Powder (25g) is a product under the FOOD PRODUCTS category, offered by the brand Aayushmaan / YumDum / Total Joy.",email,customer_journey,faq,general_info,en-IN,positive,resolved,low,faq_dataset,"Dhaniya Powder (25g) is a product under the FOOD PRODUCTS category, offered by the brand Aayushmaan / YumDum / Total Joy.",journey_memory,faq;general_info,dhaniya powder 25g is a product under the,high,faq_dataset,synthetic or source-backed conversation example
faqconv_57,1,customer,What is the price and business volume (BV) for Dhaniya Powder (25g)?,email,customer_journey,faq,pricing,en-IN,neutral,resolved,low,faq_dataset,What is the price and business volume (BV) for Dhaniya Powder (25g)?,journey_memory,faq;pricing,what is the price and business volume bv,high,faq_dataset,synthetic or source-backed conversation example
faqconv_57,2,agent,"The MRP is ₹20.0, Distributor Price (DP) is ₹15.0, and the Business Volume (BV) is 1.0.",email,customer_journey,faq,pricing,en-IN,positive,resolved,low,faq_dataset,"The MRP is ₹20.0, Distributor Price (DP) is ₹15.0, and the Business Volume (BV) is 1.0.",journey_memory,faq;pricing,the mrp is 20 0 distributor price dp,high,faq_dataset,synthetic or source-backed conversation example
faqconv_58,1,customer,Who should use this?,email,customer_journey,faq,usage,en-IN,neutral,resolved,low,faq_dataset,Who should use this?,journey_memory,faq;usage,who should use this,high,faq_dataset,synthetic or source-backed conversation example
faqconv_58,2,agent,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",email,customer_journey,faq,usage,en-IN,positive,resolved,low,faq_dataset,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",journey_memory,faq;usage,anyone looking for premium wholesome food and spice,high,faq_dataset,synthetic or source-backed conversation example
faqconv_59,1,customer,Is this product organic?,email,customer_journey,faq,general_info,en-IN,neutral,resolved,low,faq_dataset,Is this product organic?,journey_memory,faq;general_info,is this product organic,high,faq_dataset,synthetic or source-backed conversation example
faqconv_59,2,agent,"Aayushmaan and YumDum products emphasize pure, authentic ingredients. Please check the specific packaging for organic certification.",email,customer_journey,faq,general_info,en-IN,positive,resolved,low,faq_dataset,"Aayushmaan and YumDum products emphasize pure, authentic ingredients. Please check the specific packaging for organic certification.",journey_memory,faq;general_info,aayushmaan and yumdum products emphasize pure authentic ingredients,high,faq_dataset,synthetic or source-backed conversation example
faqconv_60,1,customer,How should it be stored?,email,customer_journey,faq,storage,en-IN,neutral,resolved,low,faq_dataset,How should it be stored?,journey_memory,faq;storage,how should it be stored,high,faq_dataset,synthetic or source-backed conversation example
faqconv_60,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,storage,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;storage,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_61,1,customer,What is the shelf life / expiry?,email,customer_journey,faq,shelf_life,en-IN,neutral,resolved,low,faq_dataset,What is the shelf life / expiry?,journey_memory,faq;shelf_life,what is the shelf life expiry,high,faq_dataset,synthetic or source-backed conversation example
faqconv_61,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,shelf_life,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;shelf_life,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_62,1,customer,What are the ingredients?,email,customer_journey,faq,ingredients,en-IN,neutral,resolved,low,faq_dataset,What are the ingredients?,journey_memory,faq;ingredients,what are the ingredients,high,faq_dataset,synthetic or source-backed conversation example
faqconv_62,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,ingredients,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;ingredients,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_63,1,customer,Who should avoid it / contraindications?,email,customer_journey,faq,safety,en-IN,neutral,resolved,low,faq_dataset,Who should avoid it / contraindications?,journey_memory,faq;safety,who should avoid it contraindications,high,faq_dataset,synthetic or source-backed conversation example
faqconv_63,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,safety,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;safety,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_64,1,customer,How does it compare to other FOOD PRODUCTS products?,email,customer_journey,faq,comparison,en-IN,neutral,resolved,low,faq_dataset,How does it compare to other FOOD PRODUCTS products?,journey_memory,faq;comparison,how does it compare to other food products,high,faq_dataset,synthetic or source-backed conversation example
faqconv_64,2,agent,This product is uniquely formulated under the Aayushmaan / YumDum / Total Joy brand. Specific comparison requires more details on the exact variant you are comparing it to.,email,customer_journey,faq,comparison,en-IN,positive,resolved,low,faq_dataset,This product is uniquely formulated under the Aayushmaan / YumDum / Total Joy brand. Specific comparison requires more details on the exact variant you are comparing it to.,journey_memory,faq;comparison,this product is uniquely formulated under the aayushmaan,high,faq_dataset,synthetic or source-backed conversation example
faqconv_65,1,customer,What is the pack size?,email,customer_journey,faq,dosage,en-IN,neutral,resolved,low,faq_dataset,What is the pack size?,journey_memory,faq;dosage,what is the pack size,high,faq_dataset,synthetic or source-backed conversation example
faqconv_65,2,agent,This specific item comes in a 25g pack size.,email,customer_journey,faq,dosage,en-IN,positive,resolved,low,faq_dataset,This specific item comes in a 25g pack size.,journey_memory,faq;dosage,this specific item comes in a 25g pack,high,faq_dataset,synthetic or source-backed conversation example
faqconv_66,1,customer,Who manufactures this product?,email,customer_journey,faq,general_info,en-IN,neutral,resolved,low,faq_dataset,Who manufactures this product?,journey_memory,faq;general_info,who manufactures this product,high,faq_dataset,synthetic or source-backed conversation example
faqconv_66,2,agent,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,email,customer_journey,faq,general_info,en-IN,positive,resolved,low,faq_dataset,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,journey_memory,faq;general_info,this product is associated with adila biotech dayjoy,high,faq_dataset,synthetic or source-backed conversation example
faqconv_67,1,customer,What is Dhaniya Powder (200g)?,email,customer_journey,faq,general_info,en-IN,neutral,resolved,low,faq_dataset,What is Dhaniya Powder (200g)?,journey_memory,faq;general_info,what is dhaniya powder 200g,high,faq_dataset,synthetic or source-backed conversation example
faqconv_67,2,agent,"Dhaniya Powder (200g) is a product under the FOOD PRODUCTS category, offered by the brand Aayushmaan / YumDum / Total Joy.",email,customer_journey,faq,general_info,en-IN,positive,resolved,low,faq_dataset,"Dhaniya Powder (200g) is a product under the FOOD PRODUCTS category, offered by the brand Aayushmaan / YumDum / Total Joy.",journey_memory,faq;general_info,dhaniya powder 200g is a product under the,high,faq_dataset,synthetic or source-backed conversation example
faqconv_68,1,customer,What is the price and business volume (BV) for Dhaniya Powder (200g)?,email,customer_journey,faq,pricing,en-IN,neutral,resolved,low,faq_dataset,What is the price and business volume (BV) for Dhaniya Powder (200g)?,journey_memory,faq;pricing,what is the price and business volume bv,high,faq_dataset,synthetic or source-backed conversation example
faqconv_68,2,agent,"The MRP is ₹95.0, Distributor Price (DP) is ₹75.0, and the Business Volume (BV) is 14.0.",email,customer_journey,faq,pricing,en-IN,positive,resolved,low,faq_dataset,"The MRP is ₹95.0, Distributor Price (DP) is ₹75.0, and the Business Volume (BV) is 14.0.",journey_memory,faq;pricing,the mrp is 95 0 distributor price dp,high,faq_dataset,synthetic or source-backed conversation example
faqconv_69,1,customer,Who should use this?,email,customer_journey,faq,usage,en-IN,neutral,resolved,low,faq_dataset,Who should use this?,journey_memory,faq;usage,who should use this,high,faq_dataset,synthetic or source-backed conversation example
faqconv_69,2,agent,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",email,customer_journey,faq,usage,en-IN,positive,resolved,low,faq_dataset,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",journey_memory,faq;usage,anyone looking for premium wholesome food and spice,high,faq_dataset,synthetic or source-backed conversation example
faqconv_70,1,customer,Is this product organic?,email,customer_journey,faq,general_info,en-IN,neutral,resolved,low,faq_dataset,Is this product organic?,journey_memory,faq;general_info,is this product organic,high,faq_dataset,synthetic or source-backed conversation example
