Product_Name,Mentioned_For,Category,Source_Page,Recommendation_ID
SUPER FOOD CAPSULE,Reduced Cognitive abilities,GENERAL HEALTH & WELL-BEING,60,REC-0002
SUPER FOOD CAPSULE,Weakness OR Tiredness,GENERAL HEALTH & WELL-BEING,60,REC-0003
SUPER FOOD CAPSULE,Depression or anxiety,HEALTHY SLEEP,82,REC-0152
SUPER FOOD CAPSULE,Difficulty falling asleep at night,HEALTHY SLEEP,82,REC-0148
SUPER FOOD CAPSULE,Difficulty paying attention,HEALTHY SLEEP,82,REC-0153
SUPER FOOD CAPSULE,Focusing on tasks or remembering,HEALTHY SLEEP,82,REC-0154
SUPER FOOD CAPSULE,Increased errors or accidents,HEALTHY SLEEP,82,REC-0155
SUPER FOOD CAPSULE,Ongoing worries about sleep,HEALTHY SLEEP,82,REC-0156
SUPER FOOD CAPSULE,Sleep Daytime tiredness,HEALTHY SLEEP,82,REC-0151
SUPER FOOD CAPSULE,Waking up during the night,HEALTHY SLEEP,82,REC-0149
SUPER FOOD CAPSULE,Waking up too early,HEALTHY SLEEP,82,REC-0150
SUPER FOOD CAPSULE,Abnormal Heart Rhythms,HEART DISEASES,62,REC-0013
SUPER FOOD CAPSULE,Chest Pain,HEART DISEASES,62,REC-0015
SUPER FOOD CAPSULE,Dizziness or Fainting,HEART DISEASES,62,REC-0019
SUPER FOOD CAPSULE,Fatigue,HEART DISEASES,62,REC-0018
SUPER FOOD CAPSULE,High Blood Pressure,HEART DISEASES,62,REC-0014
SUPER FOOD CAPSULE,Palpitations,HEART DISEASES,62,REC-0020
SUPER FOOD CAPSULE,Shortness of Breath,HEART DISEASES,62,REC-0016
SUPER FOOD CAPSULE,Swollen Ankles,HEART DISEASES,62,REC-0017
SUPER FOOD CAPSULE,"Cough, Cold and Fever",IMMUNITY,67,REC-0048
SUPER FOOD CAPSULE,Delayed Growth and Development,IMMUNITY,67,REC-0054
SUPER FOOD CAPSULE,Lack of Energy,IMMUNITY,67,REC-0050
SUPER FOOD CAPSULE,Loss Of Appetite,IMMUNITY,67,REC-0052
SUPER FOOD CAPSULE,Nausea and Diarrhoea,IMMUNITY,67,REC-0053
SUPER FOOD CAPSULE,Skin Allergies,IMMUNITY,67,REC-0051
SUPER FOOD CAPSULE,Slow Healing of Wound,IMMUNITY,67,REC-0049
SUPER FOOD CAPSULE,Burning Urination,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0116
SUPER FOOD CAPSULE,Excessive drowsiness,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0111
SUPER FOOD CAPSULE,Frequent Urination,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0115
SUPER FOOD CAPSULE,Pain or pressure in your chest,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0114
SUPER FOOD CAPSULE,Persistent nausea,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0113
SUPER FOOD CAPSULE,Reduced amount of urine,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0109
SUPER FOOD CAPSULE,Shortness of breath,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0112
SUPER FOOD CAPSULE,Swelling in legs ankles and feet from retention of fluids,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0110
SUPER FOOD CAPSULE,Erectile Dysfunction,MALE HEALTH ISSUES,69,REC-0065
SUPER FOOD CAPSULE,Hypoactive Sexual Desire Disorder,MALE HEALTH ISSUES,69,REC-0064
SUPER FOOD CAPSULE,Lack of libido,MALE HEALTH ISSUES,69,REC-0067
SUPER FOOD CAPSULE,Premature Ejaculation,MALE HEALTH ISSUES,69,REC-0066
SUPER FOOD CAPSULE,Breathlessness,RESPIRATORY HEALTH,68,REC-0059
SUPER FOOD CAPSULE,"Cough, Sore Throat",RESPIRATORY HEALTH,68,REC-0058
SUPER FOOD CAPSULE,Fatigue,RESPIRATORY HEALTH,68,REC-0061
SUPER FOOD CAPSULE,Fever,RESPIRATORY HEALTH,68,REC-0057
SUPER FOOD CAPSULE,Headache,RESPIRATORY HEALTH,68,REC-0056
SUPER FOOD CAPSULE,Irritability,RESPIRATORY HEALTH,68,REC-0062
SUPER FOOD CAPSULE,Pneumonia,RESPIRATORY HEALTH,68,REC-0060
SUPER FOOD CAPSULE,Running Nose,RESPIRATORY HEALTH,68,REC-0055
SUPER FOOD CAPSULE,Sleep Disturbances,RESPIRATORY HEALTH,68,REC-0063
SUPER FOOD CAPSULE,Abnormal or weak reflexes,SCIATICA,76,REC-0106
SUPER FOOD CAPSULE,Difficulty bending the foot,SCIATICA,76,REC-0104
SUPER FOOD CAPSULE,Difficulty walking on your toes,SCIATICA,76,REC-0105
SUPER FOOD CAPSULE,Loss of sensation or numbness,SCIATICA,76,REC-0107
SUPER FOOD CAPSULE,Pain when lifting the leg,SCIATICA,76,REC-0108
SUPER FOOD CAPSULE,Weakness when bending the knee,SCIATICA,76,REC-0103
SUPER FOOD CAPSULE,Blocked or stuffy (congested) nose causing difficulty breathing through nose,SINUSITIS,81,REC-0145
SUPER FOOD CAPSULE,Drainage down the back of the throat,SINUSITIS,81,REC-0144
SUPER FOOD CAPSULE,Nasal inflammation,SINUSITIS,81,REC-0142
SUPER FOOD CAPSULE,Pain,SINUSITIS,81,REC-0146
SUPER FOOD CAPSULE,Reduced sense of smell and taste,SINUSITIS,81,REC-0147
SUPER FOOD CAPSULE,Runny nose,SINUSITIS,81,REC-0143
SUPER FOOD CAPSULE,"Acne, Psoriasis",SKIN PROBLEMS,73,REC-0092
SUPER FOOD CAPSULE,Aging,SKIN PROBLEMS,73,REC-0090
SUPER FOOD CAPSULE,Dry Skin,SKIN PROBLEMS,73,REC-0088
SUPER FOOD CAPSULE,Photo Damage (UV Rays),SKIN PROBLEMS,73,REC-0087
SUPER FOOD CAPSULE,Skin Disorders,SKIN PROBLEMS,73,REC-0091
SUPER FOOD CAPSULE,Slow Wound Healing,SKIN PROBLEMS,73,REC-0089
SUPER FOOD CAPSULE,Anxiety,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0117
SUPER FOOD CAPSULE,Difficulty concentrating,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0118
SUPER FOOD CAPSULE,Disturbed bowel movements,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0120
SUPER FOOD CAPSULE,Fatigue,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0119
SUPER FOOD CAPSULE,Hair loss,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0122
SUPER FOOD CAPSULE,Hand tremor,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0123
SUPER FOOD CAPSULE,Heat intolerance,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0124
SUPER FOOD CAPSULE,Weight Gain,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0121
SUPER FOOD CAPSULE,An achy or heavy feeling in the legs,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0098
SUPER FOOD CAPSULE,"Burning, throbbing, muscle cramping and swelling in the lower legs","VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0099
SUPER FOOD CAPSULE,Change Skin Color around a varicose vein,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0102
SUPER FOOD CAPSULE,Itching around one or more of the veins,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0101
SUPER FOOD CAPSULE,Worsened pain after sitting or standing for a long time,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0100
SUPER FOOD CAPSULE,Changes in Vision,WEIGHT MANAGEMENT,72,REC-0085
SUPER FOOD CAPSULE,Difficulty in Breathing,WEIGHT MANAGEMENT,72,REC-0082
SUPER FOOD CAPSULE,Heart Palpitations,WEIGHT MANAGEMENT,72,REC-0083
SUPER FOOD CAPSULE,Rapid Weight Gain,WEIGHT MANAGEMENT,72,REC-0086
SUPER FOOD CAPSULE,Shortness of Breath,WEIGHT MANAGEMENT,72,REC-0081
SUPER FOOD CAPSULE,Skin Sensitivity,WEIGHT MANAGEMENT,72,REC-0080
SUPER FOOD CAPSULE,Sweating,WEIGHT MANAGEMENT,72,REC-0084
SUPER FOOD CAPSULE + BR RICH OIL,Poor Hair Health,HAIR/NAIL HEALTH,83,REC-0157
SUPER FOOD CAPSULE + BR RICH OIL,Poor Nail Health,HAIR/NAIL HEALTH,83,REC-0158
SUPER FOOD CAPSULE + OMEGA 3-6-9 SOFTGEL CAPSULES,Chest Pain,FEMALE HEALTH (WEAKNESS),71,REC-0078
SUPER FOOD CAPSULE + OMEGA 3-6-9 SOFTGEL CAPSULES,Cold Hands and Feet,FEMALE HEALTH (WEAKNESS),71,REC-0079
SUPER FOOD CAPSULE + OMEGA 3-6-9 SOFTGEL CAPSULES,Dizziness or Light Headedness,FEMALE HEALTH (WEAKNESS),71,REC-0076
SUPER FOOD CAPSULE + OMEGA 3-6-9 SOFTGEL CAPSULES,Fatigue,FEMALE HEALTH (WEAKNESS),71,REC-0072
SUPER FOOD CAPSULE + OMEGA 3-6-9 SOFTGEL CAPSULES,Irregular Heartbeats,FEMALE HEALTH (WEAKNESS),71,REC-0074
SUPER FOOD CAPSULE + OMEGA 3-6-9 SOFTGEL CAPSULES,Pale or Yellowish Skin,FEMALE HEALTH (WEAKNESS),71,REC-0073
SUPER FOOD CAPSULE + OMEGA 3-6-9 SOFTGEL CAPSULES,Shortness of Breath,FEMALE HEALTH (WEAKNESS),71,REC-0075
SUPER FOOD CAPSULE + OMEGA 3-6-9 SOFTGEL CAPSULES,Weakness,FEMALE HEALTH (WEAKNESS),71,REC-0077
SUPER RICH BERRY JUICE,Difficulty in Planning and Carrying out tasks,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0097
SUPER RICH BERRY JUICE,Disturbed Concentration,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0093
SUPER RICH BERRY JUICE,Memory loss,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0095
SUPER RICH BERRY JUICE,Sleeplessness,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0094
SUPER RICH BERRY JUICE,Trouble in Exercising Judgment,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0096
SUPER RICH BERRY JUICE,Abdominal Pain,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0042
SUPER RICH BERRY JUICE,Bloating,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0037
SUPER RICH BERRY JUICE,Constipation,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0043
SUPER RICH BERRY JUICE,Excessive Production of Gastric Acid,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0036
SUPER RICH BERRY JUICE,Gas,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0038
SUPER RICH BERRY JUICE,Heartburn,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0041
SUPER RICH BERRY JUICE,Loss of Appetite,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0040
SUPER RICH BERRY JUICE,Vomiting,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0039
SUPER RICH BERRY JUICE,Dementia,ELDERLY PEOPLE HEALTH,80,REC-0135
SUPER RICH BERRY JUICE,Difficult in healing physical injuries,ELDERLY PEOPLE HEALTH,80,REC-0137
SUPER RICH BERRY JUICE,Generalised Pain,ELDERLY PEOPLE HEALTH,80,REC-0141
SUPER RICH BERRY JUICE,Malnutrition,ELDERLY PEOPLE HEALTH,80,REC-0138
SUPER RICH BERRY JUICE,Mental Disorder,ELDERLY PEOPLE HEALTH,80,REC-0136
SUPER RICH BERRY JUICE,Oral Health Problems,ELDERLY PEOPLE HEALTH,80,REC-0140
SUPER RICH BERRY JUICE,Sensory Impairment,ELDERLY PEOPLE HEALTH,80,REC-0139
SUPER RICH BERRY JUICE,Allergic Conjunctivitis,EYE HEALTH,79,REC-0133
SUPER RICH BERRY JUICE,Blurred Vision,EYE HEALTH,79,REC-0132
SUPER RICH BERRY JUICE,Dry Eye,EYE HEALTH,79,REC-0127
SUPER RICH BERRY JUICE,Eye Cancer & Tumors,EYE HEALTH,79,REC-0129
SUPER RICH BERRY JUICE,Eye Floaters,EYE HEALTH,79,REC-0128
SUPER RICH BERRY JUICE,Night Blindness,EYE HEALTH,79,REC-0134
SUPER RICH BERRY JUICE,Red Eyes,EYE HEALTH,79,REC-0131
SUPER RICH BERRY JUICE,Strain in the Eyes,EYE HEALTH,79,REC-0125
SUPER RICH BERRY JUICE,Tears in the Eyes,EYE HEALTH,79,REC-0126
SUPER RICH BERRY JUICE,Tired Eyes,EYE HEALTH,79,REC-0130
SUPER RICH BERRY JUICE,Depression & Anxiety,FEMALE HEALTH (HORMONAL IMBALANCE),70,REC-0070
SUPER RICH BERRY JUICE,Hormonal Imbalance,FEMALE HEALTH (HORMONAL IMBALANCE),70,REC-0071
SUPER RICH BERRY JUICE,"Menstrual Problems (Painful periods, irregular periods, Dysfunctional uterine bleeding)",FEMALE HEALTH (HORMONAL IMBALANCE),70,REC-0069
SUPER RICH BERRY JUICE,Stress,FEMALE HEALTH (HORMONAL IMBALANCE),70,REC-0068
SUPER RICH BERRY JUICE,Chest Pain,FEMALE HEALTH (WEAKNESS),71,REC-0078
SUPER RICH BERRY JUICE,Cold Hands and Feet,FEMALE HEALTH (WEAKNESS),71,REC-0079
SUPER RICH BERRY JUICE,Dizziness or Light Headedness,FEMALE HEALTH (WEAKNESS),71,REC-0076
SUPER RICH BERRY JUICE,Fatigue,FEMALE HEALTH (WEAKNESS),71,REC-0072
SUPER RICH BERRY JUICE,Irregular Heartbeats,FEMALE HEALTH (WEAKNESS),71,REC-0074
SUPER RICH BERRY JUICE,Pale or Yellowish Skin,FEMALE HEALTH (WEAKNESS),71,REC-0073
SUPER RICH BERRY JUICE,Shortness of Breath,FEMALE HEALTH (WEAKNESS),71,REC-0075
SUPER RICH BERRY JUICE,Weakness,FEMALE HEALTH (WEAKNESS),71,REC-0077
SUPER RICH BERRY JUICE,Physical Retardation,GENERAL HEALTH & WELL-BEING,60,REC-0001
SUPER RICH BERRY JUICE,Reduced Cognitive abilities,GENERAL HEALTH & WELL-BEING,60,REC-0002
SUPER RICH BERRY JUICE,Weakness OR Tiredness,GENERAL HEALTH & WELL-BEING,60,REC-0003
SUPER RICH BERRY JUICE,Poor Hair Health,HAIR/NAIL HEALTH,83,REC-0157
SUPER RICH BERRY JUICE,Poor Nail Health,HAIR/NAIL HEALTH,83,REC-0158
SUPER RICH BERRY JUICE,Depression or anxiety,HEALTHY SLEEP,82,REC-0152
SUPER RICH BERRY JUICE,Difficulty falling asleep at night,HEALTHY SLEEP,82,REC-0148
SUPER RICH BERRY JUICE,Difficulty paying attention,HEALTHY SLEEP,82,REC-0153
SUPER RICH BERRY JUICE,Focusing on tasks or remembering,HEALTHY SLEEP,82,REC-0154
SUPER RICH BERRY JUICE,Increased errors or accidents,HEALTHY SLEEP,82,REC-0155
SUPER RICH BERRY JUICE,Ongoing worries about sleep,HEALTHY SLEEP,82,REC-0156
SUPER RICH BERRY JUICE,Sleep Daytime tiredness,HEALTHY SLEEP,82,REC-0151
SUPER RICH BERRY JUICE,Waking up during the night,HEALTHY SLEEP,82,REC-0149
SUPER RICH BERRY JUICE,Waking up too early,HEALTHY SLEEP,82,REC-0150
SUPER RICH BERRY JUICE,Abnormal Heart Rhythms,HEART DISEASES,62,REC-0013
SUPER RICH BERRY JUICE,Chest Pain,HEART DISEASES,62,REC-0015
SUPER RICH BERRY JUICE,Dizziness or Fainting,HEART DISEASES,62,REC-0019
SUPER RICH BERRY JUICE,Fatigue,HEART DISEASES,62,REC-0018
SUPER RICH BERRY JUICE,High Blood Pressure,HEART DISEASES,62,REC-0014
SUPER RICH BERRY JUICE,Palpitations,HEART DISEASES,62,REC-0020
SUPER RICH BERRY JUICE,Shortness of Breath,HEART DISEASES,62,REC-0016
SUPER RICH BERRY JUICE,Swollen Ankles,HEART DISEASES,62,REC-0017
SUPER RICH BERRY JUICE,"Cough, Cold and Fever",IMMUNITY,67,REC-0048
SUPER RICH BERRY JUICE,Delayed Growth and Development,IMMUNITY,67,REC-0054
SUPER RICH BERRY JUICE,Lack of Energy,IMMUNITY,67,REC-0050
SUPER RICH BERRY JUICE,Loss Of Appetite,IMMUNITY,67,REC-0052
SUPER RICH BERRY JUICE,Nausea and Diarrhoea,IMMUNITY,67,REC-0053
SUPER RICH BERRY JUICE,Skin Allergies,IMMUNITY,67,REC-0051
SUPER RICH BERRY JUICE,Slow Healing of Wound,IMMUNITY,67,REC-0049
SUPER RICH BERRY JUICE,Burning Urination,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0116
SUPER RICH BERRY JUICE,Excessive drowsiness,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0111
SUPER RICH BERRY JUICE,Frequent Urination,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0115
SUPER RICH BERRY JUICE,Pain or pressure in your chest,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0114
SUPER RICH BERRY JUICE,Persistent nausea,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0113
SUPER RICH BERRY JUICE,Reduced amount of urine,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0109
SUPER RICH BERRY JUICE,Shortness of breath,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0112
SUPER RICH BERRY JUICE,Swelling in legs ankles and feet from retention of fluids,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0110
SUPER RICH BERRY JUICE,Continuous Fatigue,LIVER DISEASES,64,REC-0032
SUPER RICH BERRY JUICE,Dark Urine,LIVER DISEASES,64,REC-0027
SUPER RICH BERRY JUICE,Decreased Appetite,LIVER DISEASES,64,REC-0031
SUPER RICH BERRY JUICE,Easy Bruising,LIVER DISEASES,64,REC-0034
SUPER RICH BERRY JUICE,Indigestion,LIVER DISEASES,64,REC-0035
SUPER RICH BERRY JUICE,Itchy Skin,LIVER DISEASES,64,REC-0033
SUPER RICH BERRY JUICE,Nausea/Vomiting,LIVER DISEASES,64,REC-0030
SUPER RICH BERRY JUICE,"Pale, Bloody, or Black Stool",LIVER DISEASES,64,REC-0028
SUPER RICH BERRY JUICE,"Swollen Ankles, Legs or Abdomen",LIVER DISEASES,64,REC-0029
SUPER RICH BERRY JUICE,Yellow Skin and Eyes,LIVER DISEASES,64,REC-0026
SUPER RICH BERRY JUICE,Erectile Dysfunction,MALE HEALTH ISSUES,69,REC-0065
SUPER RICH BERRY JUICE,Hypoactive Sexual Desire Disorder,MALE HEALTH ISSUES,69,REC-0064
SUPER RICH BERRY JUICE,Lack of libido,MALE HEALTH ISSUES,69,REC-0067
SUPER RICH BERRY JUICE,Premature Ejaculation,MALE HEALTH ISSUES,69,REC-0066
SUPER RICH BERRY JUICE,Bright Red Blood in Stools an Itchy Anus,PILES/FISSURE,66,REC-0044
SUPER RICH BERRY JUICE,Feeling Like You Still Need To Poo After going to the Toilet,PILES/FISSURE,66,REC-0045
SUPER RICH BERRY JUICE,Pain Around Your Anus,PILES/FISSURE,66,REC-0047
SUPER RICH BERRY JUICE,Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom,PILES/FISSURE,66,REC-0046
SUPER RICH BERRY JUICE,Breathlessness,RESPIRATORY HEALTH,68,REC-0059
SUPER RICH BERRY JUICE,"Cough, Sore Throat",RESPIRATORY HEALTH,68,REC-0058
SUPER RICH BERRY JUICE,Fatigue,RESPIRATORY HEALTH,68,REC-0061
SUPER RICH BERRY JUICE,Fever,RESPIRATORY HEALTH,68,REC-0057
SUPER RICH BERRY JUICE,Headache,RESPIRATORY HEALTH,68,REC-0056
SUPER RICH BERRY JUICE,Irritability,RESPIRATORY HEALTH,68,REC-0062
SUPER RICH BERRY JUICE,Pneumonia,RESPIRATORY HEALTH,68,REC-0060
SUPER RICH BERRY JUICE,Running Nose,RESPIRATORY HEALTH,68,REC-0055
SUPER RICH BERRY JUICE,Sleep Disturbances,RESPIRATORY HEALTH,68,REC-0063
SUPER RICH BERRY JUICE,Abnormal or weak reflexes,SCIATICA,76,REC-0106
SUPER RICH BERRY JUICE,Difficulty bending the foot,SCIATICA,76,REC-0104
SUPER RICH BERRY JUICE,Difficulty walking on your toes,SCIATICA,76,REC-0105
SUPER RICH BERRY JUICE,Loss of sensation or numbness,SCIATICA,76,REC-0107
SUPER RICH BERRY JUICE,Pain when lifting the leg,SCIATICA,76,REC-0108
SUPER RICH BERRY JUICE,Weakness when bending the knee,SCIATICA,76,REC-0103
SUPER RICH BERRY JUICE,Blocked or stuffy (congested) nose causing difficulty breathing through nose,SINUSITIS,81,REC-0145
SUPER RICH BERRY JUICE,Drainage down the back of the throat,SINUSITIS,81,REC-0144
SUPER RICH BERRY JUICE,Nasal inflammation,SINUSITIS,81,REC-0142
SUPER RICH BERRY JUICE,Pain,SINUSITIS,81,REC-0146
SUPER RICH BERRY JUICE,Reduced sense of smell and taste,SINUSITIS,81,REC-0147
SUPER RICH BERRY JUICE,Runny nose,SINUSITIS,81,REC-0143
SUPER RICH BERRY JUICE,Anxiety,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0117
SUPER RICH BERRY JUICE,Difficulty concentrating,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0118
SUPER RICH BERRY JUICE,Disturbed bowel movements,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0120
SUPER RICH BERRY JUICE,Fatigue,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0119
SUPER RICH BERRY JUICE,Hair loss,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0122
SUPER RICH BERRY JUICE,Hand tremor,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0123
SUPER RICH BERRY JUICE,Heat intolerance,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0124
SUPER RICH BERRY JUICE,Weight Gain,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0121
SUPER RICH BERRY JUICE + ALOE VERA GUAVA JUICE,Changes in Vision,WEIGHT MANAGEMENT,72,REC-0085
SUPER RICH BERRY JUICE + ALOE VERA GUAVA JUICE,Difficulty in Breathing,WEIGHT MANAGEMENT,72,REC-0082
SUPER RICH BERRY JUICE + ALOE VERA GUAVA JUICE,Heart Palpitations,WEIGHT MANAGEMENT,72,REC-0083
SUPER RICH BERRY JUICE + ALOE VERA GUAVA JUICE,Rapid Weight Gain,WEIGHT MANAGEMENT,72,REC-0086
SUPER RICH BERRY JUICE + ALOE VERA GUAVA JUICE,Shortness of Breath,WEIGHT MANAGEMENT,72,REC-0081
SUPER RICH BERRY JUICE + ALOE VERA GUAVA JUICE,Skin Sensitivity,WEIGHT MANAGEMENT,72,REC-0080
SUPER RICH BERRY JUICE + ALOE VERA GUAVA JUICE,Sweating,WEIGHT MANAGEMENT,72,REC-0084
SUPER RICH BERRY JUICE + L-ARGININE++ (NITRIC OXIDE PRECURSOR),An achy or heavy feeling in the legs,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0098
SUPER RICH BERRY JUICE + L-ARGININE++ (NITRIC OXIDE PRECURSOR),"Burning, throbbing, muscle cramping and swelling in the lower legs","VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0099
SUPER RICH BERRY JUICE + L-ARGININE++ (NITRIC OXIDE PRECURSOR),Change Skin Color around a varicose vein,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0102
SUPER RICH BERRY JUICE + L-ARGININE++ (NITRIC OXIDE PRECURSOR),Itching around one or more of the veins,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0101
SUPER RICH BERRY JUICE + L-ARGININE++ (NITRIC OXIDE PRECURSOR),Worsened pain after sitting or standing for a long time,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0100
VITAL PROTEIN,Poor Hair Health,HAIR/NAIL HEALTH,83,REC-0157
VITAL PROTEIN,Poor Nail Health,HAIR/NAIL HEALTH,83,REC-0158
VITAL PROTEIN,Changes in Vision,WEIGHT MANAGEMENT,72,REC-0085
VITAL PROTEIN,Difficulty in Breathing,WEIGHT MANAGEMENT,72,REC-0082
VITAL PROTEIN,Heart Palpitations,WEIGHT MANAGEMENT,72,REC-0083
VITAL PROTEIN,Rapid Weight Gain,WEIGHT MANAGEMENT,72,REC-0086
VITAL PROTEIN,Shortness of Breath,WEIGHT MANAGEMENT,72,REC-0081
VITAL PROTEIN,Skin Sensitivity,WEIGHT MANAGEMENT,72,REC-0080
VITAL PROTEIN,Sweating,WEIGHT MANAGEMENT,72,REC-0084
