intent_id,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes,normalized_question,normalized_symptom,recommended_product,intent_bucket,approved_by,governance_reviewed,entities,required_tool,answer_source
2782,What is the MRP of BR Rich Oil (200ml)?,The MRP is ₹249.0.,pricing,mrp,BR Rich Oil (200ml),DJP1029,DJ-PER-0030,high,Price List,,mrp br rich oil 200ml,mrp br rich oil 200ml,BR Rich Oil (200ml),customer_safe_intent,,False,product_name=BR Rich Oil (200ml); product_code=DJP1029; sku=DJ-PER-0030; recommended_product=BR Rich Oil (200ml),pricing_database,canonical_pricing
2790,DP of DJP1086,The Distributor Price (DP) is ₹100.0.,pricing,dp,Eye Elixir Drops (10ml),DJP1086,DJ-HEA-0087,high,Price List,,dp djp1086,dp djp1086,Eye Elixir Drops (10ml),internal_distributor_intent,,False,product_name=Eye Elixir Drops (10ml); product_code=DJP1086; sku=DJ-HEA-0087; recommended_product=Eye Elixir Drops (10ml),pricing_database,canonical_pricing
2792,How much BV for Kasuri Methi (50g)?,The Business Volume (BV) is 9.0.,pricing,bv,Kasuri Methi (50g),DJP1015,DJ-FOO-0016,high,Price List,,how much bv kasuri methi 50g,how much bv kasuri methi 50g,Kasuri Methi (50g),internal_distributor_intent,,False,product_name=Kasuri Methi (50g); product_code=DJP1015; sku=DJ-FOO-0016; recommended_product=Kasuri Methi (50g),pricing_database,canonical_pricing
2794,Do you have JoyCalcium (2 Litre)?,"Yes, JoyCalcium (2 Litre) is available. Code: DJP1135",transactional,availability,JoyCalcium (2 Litre),DJP1135,DJ-AGR-0136,high,Products Master,,do you have joycalcium 2 litre,do you have joycalcium 2 litre,JoyCalcium (2 Litre),customer_safe_intent,,False,product_name=JoyCalcium (2 Litre); product_code=DJP1135; sku=DJ-AGR-0136; recommended_product=JoyCalcium (2 Litre),product_database,canonical_product
2798,Which product is good for High Blood Pressure?,"Based on Dayjoy recommendations, you may consider ADILIPO TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,high blood pressure,high blood pressure,,customer_safe_intent_approved,Dayjoy approved,True,symptom=high blood pressure,rag_retrieval,rag_chunk
2802,Is Chicken Masala (100g) a food product?,It is categorized under FOOD PRODUCTS.,informational,product_category,Chicken Masala (100g),DJP1002,DJ-FOO-0003,high,Products Master,,chicken masala 100g food,chicken masala 100g food,Chicken Masala (100g),customer_safe_intent,,False,product_name=Chicken Masala (100g); product_code=DJP1002; sku=DJ-FOO-0003; recommended_product=Chicken Masala (100g),product_database,canonical_product
2803,What is JoyProtect (500ml)?,JoyProtect (500ml) is a AGRICULTURE & VETERINARY product by Dayjoy.,informational,product_info,JoyProtect (500ml),DJP1134,DJ-AGR-0135,high,Products Master,,joyprotect 500ml,joyprotect 500ml,JoyProtect (500ml),customer_safe_intent,,False,product_name=JoyProtect (500ml); product_code=DJP1134; sku=DJ-AGR-0135; recommended_product=JoyProtect (500ml),product_database,canonical_product
2806,What is Jaljeera (100g)?,Jaljeera (100g) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Jaljeera (100g),DJP1013,DJ-FOO-0014,high,Products Master,,jaljeera 100g,jaljeera 100g,Jaljeera (100g),customer_safe_intent,,False,product_name=Jaljeera (100g); product_code=DJP1013; sku=DJ-FOO-0014; recommended_product=Jaljeera (100g),product_database,canonical_product
2824,How much BV for Kidney Kawach (300 g)?,The Business Volume (BV) is 840.0.,pricing,bv,Kidney Kawach (300 g),DJP1091,DJ-HEA-0092,high,Price List,,how much bv kidney kawach 300 g,how much bv kidney kawach 300 g,Kidney Kawach (300 g),internal_distributor_intent,,False,product_name=Kidney Kawach (300 g); product_code=DJP1091; sku=DJ-HEA-0092; recommended_product=Kidney Kawach (300 g),pricing_database,canonical_pricing
2828,How much BV for Di-beat (60 Tab)?,The Business Volume (BV) is 375.0.,pricing,bv,Di-beat (60 Tab),DJP1079,DJ-HEA-0080,high,Price List,,how much bv di beat 60 tab,how much bv di beat 60 tab,Di-beat (60 Tab),internal_distributor_intent,,False,product_name=Di-beat (60 Tab); product_code=DJP1079; sku=DJ-HEA-0080; recommended_product=Di-beat (60 Tab),pricing_database,canonical_pricing
2833,How much is in one pack of Joy-O-Zyme (500ml)?,The pack size is 500ml.,informational,pack_size,Joy-O-Zyme (500ml),DJP1130,DJ-AGR-0131,high,Products Master,,how much one pack joy o zyme 500ml,how much one pack joy o zyme 500ml,Joy-O-Zyme (500ml),internal_distributor_intent,,False,product_name=Joy-O-Zyme (500ml); product_code=DJP1130; sku=DJ-AGR-0131; recommended_product=Joy-O-Zyme (500ml),product_database,canonical_product
2834,Tell me about Aloevera Gel (100g),This is a premium product under Wild Muse.,informational,product_discovery,Aloevera Gel (100g),DJP1028,DJ-PER-0029,high,Products Master,,tell about aloevera gel 100g,tell about aloevera gel 100g,Aloevera Gel (100g),customer_safe_intent,,False,product_name=Aloevera Gel (100g); product_code=DJP1028; sku=DJ-PER-0029; recommended_product=Aloevera Gel (100g),product_database,canonical_product
2842,How much is in one pack of L-Arginine++ - Energy Drink (100g)?,The pack size is 100g.,informational,pack_size,L-Arginine++ - Energy Drink (100g),DJP1108,DJ-HEA-0109,high,Products Master,,how much one pack l arginine energy drink 100g,how much one pack l arginine energy drink 100g,L-Arginine++ - Energy Drink (100g),internal_distributor_intent,,False,product_name=L-Arginine++ - Energy Drink (100g); product_code=DJP1108; sku=DJ-HEA-0109; recommended_product=L-Arginine++ - Energy Drink (100g),product_database,canonical_product
2845,Do you have GoPiles Syrup (500ml)?,"Yes, GoPiles Syrup (500ml) is available. Code: DJP1084",transactional,availability,GoPiles Syrup (500ml),DJP1084,DJ-HEA-0085,high,Products Master,,do you have gopiles syrup 500ml,do you have gopiles syrup 500ml,GoPiles Syrup (500ml),customer_safe_intent,,False,product_name=GoPiles Syrup (500ml); product_code=DJP1084; sku=DJ-HEA-0085; recommended_product=GoPiles Syrup (500ml),product_database,canonical_product
2850,What is Dhaniya Powder (25g)?,Dhaniya Powder (25g) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Dhaniya Powder (25g),DJP1005,DJ-FOO-0006,high,Products Master,,dhaniya powder 25g,dhaniya powder 25g,Dhaniya Powder (25g),customer_safe_intent,,False,product_name=Dhaniya Powder (25g); product_code=DJP1005; sku=DJ-FOO-0006; recommended_product=Dhaniya Powder (25g),product_database,canonical_product
2861,How much is in one pack of Kidney Kawach (300 g)?,The pack size is 300 g.,informational,pack_size,Kidney Kawach (300 g),DJP1091,DJ-HEA-0092,high,Products Master,,how much one pack kidney kawach 300 g,how much one pack kidney kawach 300 g,Kidney Kawach (300 g),internal_distributor_intent,,False,product_name=Kidney Kawach (300 g); product_code=DJP1091; sku=DJ-HEA-0092; recommended_product=Kidney Kawach (300 g),product_database,canonical_product
2864,How much BV for Astheal Cough Syrup (100ml)?,The Business Volume (BV) is 32.0.,pricing,bv,Astheal Cough Syrup (100ml),DJP1074,DJ-HEA-0075,high,Price List,,how much bv astheal cough syrup 100ml,how much bv astheal cough syrup 100ml,Astheal Cough Syrup (100ml),internal_distributor_intent,,False,product_name=Astheal Cough Syrup (100ml); product_code=DJP1074; sku=DJ-HEA-0075; recommended_product=Astheal Cough Syrup (100ml),pricing_database,canonical_pricing
2865,Do you have Gold Facial Kit?,"Yes, Gold Facial Kit is available. Code: DJP1058",transactional,availability,Gold Facial Kit,DJP1058,DJ-SKI-0059,high,Products Master,,do you have gold facial kit,do you have gold facial kit,Gold Facial Kit,customer_safe_intent,,False,product_name=Gold Facial Kit; product_code=DJP1058; sku=DJ-SKI-0059; recommended_product=Gold Facial Kit,product_database,canonical_product
2870,How much BV for Veg Biryani with Shahi Gravy?,The Business Volume (BV) is 17.0.,pricing,bv,Veg Biryani with Shahi Gravy,DJP1023,DJ-FOO-0024,high,Price List,,how much bv veg biryani shahi gravy,how much bv veg biryani shahi gravy,Veg Biryani with Shahi Gravy,internal_distributor_intent,,False,product_name=Veg Biryani with Shahi Gravy; product_code=DJP1023; sku=DJ-FOO-0024; recommended_product=Veg Biryani with Shahi Gravy,pricing_database,canonical_pricing
2872,Do you have Premium Tulsi Max (30ml)?,"Yes, Premium Tulsi Max (30ml) is available. Code: DJP1106",transactional,availability,Premium Tulsi Max (30ml),DJP1106,DJ-HEA-0107,high,Products Master,,do you have premium tulsi max 30ml,do you have premium tulsi max 30ml,Premium Tulsi Max (30ml),customer_safe_intent,,False,product_name=Premium Tulsi Max (30ml); product_code=DJP1106; sku=DJ-HEA-0107; recommended_product=Premium Tulsi Max (30ml),product_database,canonical_product
2873,Do you have Rai (250g)?,"Yes, Rai (250g) is available. Code: DJP1019",transactional,availability,Rai (250g),DJP1019,DJ-FOO-0020,high,Products Master,,do you have rai 250g,do you have rai 250g,Rai (250g),customer_safe_intent,,False,product_name=Rai (250g); product_code=DJP1019; sku=DJ-FOO-0020; recommended_product=Rai (250g),product_database,canonical_product
2874,DP of DJP1098,The Distributor Price (DP) is ₹825.0.,pricing,dp,Orthofix (60 Tab),DJP1098,DJ-HEA-0099,high,Price List,,dp djp1098,dp djp1098,Orthofix (60 Tab),internal_distributor_intent,,False,product_name=Orthofix (60 Tab); product_code=DJP1098; sku=DJ-HEA-0099; recommended_product=Orthofix (60 Tab),pricing_database,canonical_pricing
2882,What is the MRP of New Total Joy Rice Bran Oil (1 Litre)?,The MRP is ₹299.0.,pricing,mrp,New Total Joy Rice Bran Oil (1 Litre),DJP1021,DJ-FOO-0022,high,Price List,,mrp new total joy rice bran oil 1 litre,mrp new total joy rice bran oil 1 litre,New Total Joy Rice Bran Oil (1 Litre),customer_safe_intent,,False,product_name=New Total Joy Rice Bran Oil (1 Litre); product_code=DJP1021; sku=DJ-FOO-0022; recommended_product=New Total Joy Rice Bran Oil (1 Litre),pricing_database,canonical_pricing
2884,Is Hydra Max Moisturizer (50gm) a food product?,It is categorized under SKIN CARE.,informational,product_category,Hydra Max Moisturizer (50gm),DJP1060,DJ-SKI-0061,high,Products Master,,hydra max moisturizer 50gm food,hydra max moisturizer 50gm food,Hydra Max Moisturizer (50gm),customer_safe_intent,,False,product_name=Hydra Max Moisturizer (50gm); product_code=DJP1060; sku=DJ-SKI-0061; recommended_product=Hydra Max Moisturizer (50gm),product_database,canonical_product
2886,How much BV for Advanced Calcium Tablets?,The Business Volume (BV) is 130.0.,pricing,bv,Advanced Calcium Tablets,DJP1077,DJ-HEA-0078,high,Price List,,how much bv advanced calcium tablets,how much bv advanced calcium tablets,Advanced Calcium Tablets,internal_distributor_intent,,False,product_name=Advanced Calcium Tablets; product_code=DJP1077; sku=DJ-HEA-0078; recommended_product=Advanced Calcium Tablets,pricing_database,canonical_pricing
2887,DP of DJP1054,The Distributor Price (DP) is ₹99.0.,pricing,dp,WildMuse Premium Loofah,DJP1054,DJ-PER-0055,high,Price List,,dp djp1054,dp djp1054,WildMuse Premium Loofah,internal_distributor_intent,,False,product_name=WildMuse Premium Loofah; product_code=DJP1054; sku=DJ-PER-0055; recommended_product=WildMuse Premium Loofah,pricing_database,canonical_pricing
2889,DP of DJP1047,The Distributor Price (DP) is ₹145.0.,pricing,dp,Seabuckthron Scrub (30g),DJP1047,DJ-PER-0048,high,Price List,,dp djp1047,dp djp1047,Seabuckthron Scrub (30g),internal_distributor_intent,,False,product_name=Seabuckthron Scrub (30g); product_code=DJP1047; sku=DJ-PER-0048; recommended_product=Seabuckthron Scrub (30g),pricing_database,canonical_pricing
2891,DP of DJP1000,The Distributor Price (DP) is ₹49.0.,pricing,dp,Black Salt Sprinkler (200g),DJP1000,DJ-FOO-0001,high,Price List,,dp djp1000,dp djp1000,Black Salt Sprinkler (200g),internal_distributor_intent,,False,product_name=Black Salt Sprinkler (200g); product_code=DJP1000; sku=DJ-FOO-0001; recommended_product=Black Salt Sprinkler (200g),pricing_database,canonical_pricing
2896,Do you have Hindi One-Page Compensation Plan (Set of 50 Leaflets)?,"Yes, Hindi One-Page Compensation Plan (Set of 50 Leaflets) is available. Code: DJP1160",transactional,availability,Hindi One-Page Compensation Plan (Set of 50 Leaflets),DJP1160,DJ-PRO-0161,high,Products Master,,do you have hindi one page compensation plan set 50 leaflets,do you have hindi one page compensation plan set 50 leaflets,Hindi One-Page Compensation Plan (Set of 50 Leaflets),customer_safe_intent,,False,product_name=Hindi One-Page Compensation Plan (Set of 50 Leaflets); product_code=DJP1160; sku=DJ-PRO-0161; recommended_product=Hindi One-Page Compensation Plan (Set of 50 Leaflets),product_database,canonical_product
2897,What is Amla Extract (60 Veg Capsules)?,Amla Extract (60 Veg Capsules) is a HEALTH CARE product by Dayjoy.,informational,product_info,Amla Extract (60 Veg Capsules),DJP1076,DJ-HEA-0077,high,Products Master,,amla extract 60 veg capsules,amla extract 60 veg capsules,Amla Extract (60 Veg Capsules),customer_safe_intent,,False,product_name=Amla Extract (60 Veg Capsules); product_code=DJP1076; sku=DJ-HEA-0077; recommended_product=Amla Extract (60 Veg Capsules),product_database,canonical_product
2900,Are Mirchi Powder (500g) and L-Arginine++ - Energy Drink (100g) the same?,"No, Mirchi Powder (500g) is in FOOD PRODUCTS while L-Arginine++ - Energy Drink (100g) is in HEALTH CARE.",comparison,category_difference,,,,high,Products Master,,mirchi powder 500g and l arginine energy drink 100g same,mirchi powder 500g and l arginine energy drink 100g same,,customer_safe_intent,,False,,product_database,canonical_product
2904,What is ELITE PACKAGE?,ELITE PACKAGE is a COMBO PACKAGES product by Dayjoy.,informational,product_info,ELITE PACKAGE,DJP1166,DJ-COM-0167,high,Products Master,,elite package,elite package,ELITE PACKAGE,customer_safe_intent,,False,product_name=ELITE PACKAGE; product_code=DJP1166; sku=DJ-COM-0167; recommended_product=ELITE PACKAGE,product_database,canonical_product
2908,How much is in one pack of Total Joy Rice Bran Oil (2 Litre)?,The pack size is 2 Litre.,informational,pack_size,Total Joy Rice Bran Oil (2 Litre),DJP1022,DJ-FOO-0023,high,Products Master,,how much one pack total joy rice bran oil 2 litre,how much one pack total joy rice bran oil 2 litre,Total Joy Rice Bran Oil (2 Litre),internal_distributor_intent,,False,product_name=Total Joy Rice Bran Oil (2 Litre); product_code=DJP1022; sku=DJ-FOO-0023; recommended_product=Total Joy Rice Bran Oil (2 Litre),product_database,canonical_product
2909,Are Shatavari Extract (60 Veg Capsules) and Dayjoy Backpack Bag the same?,"No, Shatavari Extract (60 Veg Capsules) is in HEALTH CARE while Dayjoy Backpack Bag is in PROMOTION TOOLS.",comparison,category_difference,,,,high,Products Master,,shatavari extract 60 veg capsules and dayjoy backpack bag same,shatavari extract 60 veg capsules and dayjoy backpack bag same,,customer_safe_intent,,False,,product_database,canonical_product
2913,DP of DJP1140,The Distributor Price (DP) is ₹14999.0.,pricing,dp,New Perfect-Ion,DJP1140,DJ-AQU-0141,high,Price List,,dp djp1140,dp djp1140,New Perfect-Ion,internal_distributor_intent,,False,product_name=New Perfect-Ion; product_code=DJP1140; sku=DJ-AQU-0141; recommended_product=New Perfect-Ion,pricing_database,canonical_pricing
2922,How much is in one pack of JoyProtect (500ml)?,The pack size is 500ml.,informational,pack_size,JoyProtect (500ml),DJP1134,DJ-AGR-0135,high,Products Master,,how much one pack joyprotect 500ml,how much one pack joyprotect 500ml,JoyProtect (500ml),internal_distributor_intent,,False,product_name=JoyProtect (500ml); product_code=DJP1134; sku=DJ-AGR-0135; recommended_product=JoyProtect (500ml),product_database,canonical_product
2925,Do you have Haldi Chandan Facewash (60ml)?,"Yes, Haldi Chandan Facewash (60ml) is available. Code: DJP1056",transactional,availability,Haldi Chandan Facewash (60ml),DJP1056,DJ-PER-0057,high,Products Master,,do you have haldi chandan facewash 60ml,do you have haldi chandan facewash 60ml,Haldi Chandan Facewash (60ml),customer_safe_intent,,False,product_name=Haldi Chandan Facewash (60ml); product_code=DJP1056; sku=DJ-PER-0057; recommended_product=Haldi Chandan Facewash (60ml),product_database,canonical_product
2928,"I have Hair loss, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Hair loss. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have hair loss,have hair loss,,customer_safe_intent,,False,symptom=have hair loss,rag_retrieval,rag_chunk
2930,DP of DJP1084,The Distributor Price (DP) is ₹865.0.,pricing,dp,GoPiles Syrup (500ml),DJP1084,DJ-HEA-0085,high,Price List,,dp djp1084,dp djp1084,GoPiles Syrup (500ml),internal_distributor_intent,,False,product_name=GoPiles Syrup (500ml); product_code=DJP1084; sku=DJ-HEA-0085; recommended_product=GoPiles Syrup (500ml),pricing_database,canonical_pricing
2934,Tell me about GoPiles Syrup (500ml),This is a premium product under Curind.,informational,product_discovery,GoPiles Syrup (500ml),DJP1084,DJ-HEA-0085,high,Products Master,,tell about gopiles syrup 500ml,tell about gopiles syrup 500ml,GoPiles Syrup (500ml),customer_safe_intent,,False,product_name=GoPiles Syrup (500ml); product_code=DJP1084; sku=DJ-HEA-0085; recommended_product=GoPiles Syrup (500ml),product_database,canonical_product
2937,Do you have Aqua Energiser (Single)?,"Yes, Aqua Energiser (Single) is available. Code: DJP1139",transactional,availability,Aqua Energiser (Single),DJP1139,DJ-AQU-0140,high,Products Master,,do you have aqua energiser single,do you have aqua energiser single,Aqua Energiser (Single),customer_safe_intent,,False,product_name=Aqua Energiser (Single); product_code=DJP1139; sku=DJ-AQU-0140; recommended_product=Aqua Energiser (Single),product_database,canonical_product
2943,Are Vital Protein Powder (300gm) and Perfect-Ion Leaflets (Set of 50) the same?,"No, Vital Protein Powder (300gm) is in HEALTH CARE while Perfect-Ion Leaflets (Set of 50) is in AQUA ESSENTIALS.",comparison,category_difference,,,,high,Products Master,,vital protein powder 300gm and perfect ion leaflets set 50 same,vital protein powder 300gm and perfect ion leaflets set 50 same,,customer_safe_intent,,False,,product_database,canonical_product
2944,Do you have Prosperous+ Tablets?,"Yes, Prosperous+ Tablets is available. Code: DJP1129",transactional,availability,Prosperous+ Tablets,DJP1129,DJ-AGR-0130,high,Products Master,,do you have prosperous tablets,do you have prosperous tablets,Prosperous+ Tablets,customer_safe_intent,,False,product_name=Prosperous+ Tablets; product_code=DJP1129; sku=DJ-AGR-0130; recommended_product=Prosperous+ Tablets,product_database,canonical_product
2948,Tell me about Garam Masala (100g),This is a premium product under Aayushmaan / YumDum / Total Joy.,informational,product_discovery,Garam Masala (100g),DJP1008,DJ-FOO-0009,high,Products Master,,tell about garam masala 100g,tell about garam masala 100g,Garam Masala (100g),customer_safe_intent,,False,product_name=Garam Masala (100g); product_code=DJP1008; sku=DJ-FOO-0009; recommended_product=Garam Masala (100g),product_database,canonical_product
2953,What is Sabji Masala (100g)?,Sabji Masala (100g) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Sabji Masala (100g),DJP1020,DJ-FOO-0021,high,Products Master,,sabji masala 100g,sabji masala 100g,Sabji Masala (100g),customer_safe_intent,,False,product_name=Sabji Masala (100g); product_code=DJP1020; sku=DJ-FOO-0021; recommended_product=Sabji Masala (100g),product_database,canonical_product
2955,Is Dayjoy Bike Sticker a food product?,It is categorized under PROMOTION TOOLS.,informational,product_category,Dayjoy Bike Sticker,DJP1150,DJ-PRO-0151,high,Products Master,,dayjoy bike sticker food,dayjoy bike sticker food,Dayjoy Bike Sticker,customer_safe_intent,,False,product_name=Dayjoy Bike Sticker; product_code=DJP1150; sku=DJ-PRO-0151; recommended_product=Dayjoy Bike Sticker,product_database,canonical_product
2959,What is the MRP of Gas-O-Free (200ml)?,The MRP is ₹599.0.,pricing,mrp,Gas-O-Free (200ml),DJP1081,DJ-HEA-0082,high,Price List,,mrp gas o free 200ml,mrp gas o free 200ml,Gas-O-Free (200ml),customer_safe_intent,,False,product_name=Gas-O-Free (200ml); product_code=DJP1081; sku=DJ-HEA-0082; recommended_product=Gas-O-Free (200ml),pricing_database,canonical_pricing
2960,How much is in one pack of Gas-O-Free (200ml)?,The pack size is 200ml.,informational,pack_size,Gas-O-Free (200ml),DJP1081,DJ-HEA-0082,high,Products Master,,how much one pack gas o free 200ml,how much one pack gas o free 200ml,Gas-O-Free (200ml),internal_distributor_intent,,False,product_name=Gas-O-Free (200ml); product_code=DJP1081; sku=DJ-HEA-0082; recommended_product=Gas-O-Free (200ml),product_database,canonical_product
2961,Are N-astheal (60 Tab) and Anti Pollution Aloevera Face Wash (100ml) the same?,"No, N-astheal (60 Tab) is in HEALTH CARE while Anti Pollution Aloevera Face Wash (100ml) is in PERSONAL CARE.",comparison,category_difference,,,,high,Products Master,,n astheal 60 tab and anti pollution aloevera face wash 100ml same,n astheal 60 tab and anti pollution aloevera face wash 100ml same,,customer_safe_intent,,False,,product_database,canonical_product
2962,Do you have Di-beat (60 Tab)?,"Yes, Di-beat (60 Tab) is available. Code: DJP1079",transactional,availability,Di-beat (60 Tab),DJP1079,DJ-HEA-0080,high,Products Master,,do you have di beat 60 tab,do you have di beat 60 tab,Di-beat (60 Tab),customer_safe_intent,,False,product_name=Di-beat (60 Tab); product_code=DJP1079; sku=DJ-HEA-0080; recommended_product=Di-beat (60 Tab),product_database,canonical_product
2963,How much is in one pack of Orthofix Oil (100ml)?,The pack size is 100ml.,informational,pack_size,Orthofix Oil (100ml),DJP1099,DJ-HEA-0100,high,Products Master,,how much one pack orthofix oil 100ml,how much one pack orthofix oil 100ml,Orthofix Oil (100ml),internal_distributor_intent,,False,product_name=Orthofix Oil (100ml); product_code=DJP1099; sku=DJ-HEA-0100; recommended_product=Orthofix Oil (100ml),product_database,canonical_product
2965,How much BV for Kesham (100ml)?,The Business Volume (BV) is 24.0.,pricing,bv,Kesham (100ml),DJP1035,DJ-PER-0036,high,Price List,,how much bv kesham 100ml,how much bv kesham 100ml,Kesham (100ml),internal_distributor_intent,,False,product_name=Kesham (100ml); product_code=DJP1035; sku=DJ-PER-0036; recommended_product=Kesham (100ml),pricing_database,canonical_pricing
2966,Tell me about Amla Reetha Sikakai Shampoo (100ml),This is a premium product under Wild Muse.,informational,product_discovery,Amla Reetha Sikakai Shampoo (100ml),DJP1055,DJ-PER-0056,high,Products Master,,tell about amla reetha sikakai shampoo 100ml,tell about amla reetha sikakai shampoo 100ml,Amla Reetha Sikakai Shampoo (100ml),customer_safe_intent,,False,product_name=Amla Reetha Sikakai Shampoo (100ml); product_code=DJP1055; sku=DJ-PER-0056; recommended_product=Amla Reetha Sikakai Shampoo (100ml),product_database,canonical_product
2978,What is the MRP of N-SF 10.5 Mineraliser?,The MRP is ₹1999.0.,pricing,mrp,N-SF 10.5 Mineraliser,DJP1145,DJ-AQU-0146,high,Price List,,mrp n sf 10 5 mineraliser,mrp n sf 10 5 mineraliser,N-SF 10.5 Mineraliser,customer_safe_intent,,False,product_name=N-SF 10.5 Mineraliser; product_code=DJP1145; sku=DJ-AQU-0146; recommended_product=N-SF 10.5 Mineraliser,pricing_database,canonical_pricing
2982,What is Upma with Bhujia?,Upma with Bhujia is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Upma with Bhujia,DJP1025,DJ-FOO-0026,high,Products Master,,upma bhujia,upma bhujia,Upma with Bhujia,customer_safe_intent,,False,product_name=Upma with Bhujia; product_code=DJP1025; sku=DJ-FOO-0026; recommended_product=Upma with Bhujia,product_database,canonical_product
2987,Which product is good for Stress?,"Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,stress,stress,,customer_safe_intent_approved,Dayjoy approved,True,symptom=stress,rag_retrieval,rag_chunk
2989,"Which is better, Omega 3-6-9 or Orthofix Oil (100ml)?",Both are excellent HEALTH CARE products. Choose based on your specific health or personal care needs. Consult the Dayjoy product guide.,comparison,alternative,,,,medium,General Guidance,,better omega 3 6 9 or orthofix oil 100ml,better omega 3 6 9 or orthofix oil 100ml,,customer_safe_intent,,False,,product_database,canonical_product
2990,What is Haldi Powder (25g)?,Haldi Powder (25g) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Haldi Powder (25g),DJP1009,DJ-FOO-0010,high,Products Master,,haldi powder 25g,haldi powder 25g,Haldi Powder (25g),customer_safe_intent,,False,product_name=Haldi Powder (25g); product_code=DJP1009; sku=DJ-FOO-0010; recommended_product=Haldi Powder (25g),product_database,canonical_product
3000,What is AGRI PRO PACKAGE?,AGRI PRO PACKAGE is a COMBO PACKAGES product by Dayjoy.,informational,product_info,AGRI PRO PACKAGE,DJP1167,DJ-COM-0168,high,Products Master,,agri pro package,agri pro package,AGRI PRO PACKAGE,customer_safe_intent,,False,product_name=AGRI PRO PACKAGE; product_code=DJP1167; sku=DJ-COM-0168; recommended_product=AGRI PRO PACKAGE,product_database,canonical_product
3004,How much is in one pack of Gold Facial Kit?,The pack size is nan.,informational,pack_size,Gold Facial Kit,DJP1058,DJ-SKI-0059,high,Products Master,,how much one pack gold facial kit,how much one pack gold facial kit,Gold Facial Kit,internal_distributor_intent,,False,product_name=Gold Facial Kit; product_code=DJP1058; sku=DJ-SKI-0059; recommended_product=Gold Facial Kit,product_database,canonical_product
3010,DP of DJP1161,The Distributor Price (DP) is ₹135.0.,pricing,dp,English One-Page Compensation Plan (Set of 50 Leaflets),DJP1161,DJ-PRO-0162,high,Price List,,dp djp1161,dp djp1161,English One-Page Compensation Plan (Set of 50 Leaflets),internal_distributor_intent,,False,product_name=English One-Page Compensation Plan (Set of 50 Leaflets); product_code=DJP1161; sku=DJ-PRO-0162; recommended_product=English One-Page Compensation Plan (Set of 50 Leaflets),pricing_database,canonical_pricing
3014,How much is in one pack of Poha with Bhujia?,The pack size is nan.,informational,pack_size,Poha with Bhujia,DJP1024,DJ-FOO-0025,high,Products Master,,how much one pack poha bhujia,how much one pack poha bhujia,Poha with Bhujia,internal_distributor_intent,,False,product_name=Poha with Bhujia; product_code=DJP1024; sku=DJ-FOO-0025; recommended_product=Poha with Bhujia,product_database,canonical_product
3021,What is the MRP of New Dayjoy Product Brochure (Telugu)?,The MRP is ₹250.0.,pricing,mrp,New Dayjoy Product Brochure (Telugu),DJP1156,DJ-PRO-0157,high,Price List,,mrp new dayjoy brochure telugu,mrp new dayjoy brochure telugu,New Dayjoy Product Brochure (Telugu),customer_safe_intent,,False,product_name=New Dayjoy Product Brochure (Telugu); product_code=DJP1156; sku=DJ-PRO-0157; recommended_product=New Dayjoy Product Brochure (Telugu),pricing_database,canonical_pricing
3022,What is Amla Reetha Sikakai Shampoo (100ml)?,Amla Reetha Sikakai Shampoo (100ml) is a PERSONAL CARE product by Dayjoy.,informational,product_info,Amla Reetha Sikakai Shampoo (100ml),DJP1055,DJ-PER-0056,high,Products Master,,amla reetha sikakai shampoo 100ml,amla reetha sikakai shampoo 100ml,Amla Reetha Sikakai Shampoo (100ml),customer_safe_intent,,False,product_name=Amla Reetha Sikakai Shampoo (100ml); product_code=DJP1055; sku=DJ-PER-0056; recommended_product=Amla Reetha Sikakai Shampoo (100ml),product_database,canonical_product
3023,What is the MRP of Dhaniya Powder (500g)?,The MRP is ₹210.0.,pricing,mrp,Dhaniya Powder (500g),DJP1007,DJ-FOO-0008,high,Price List,,mrp dhaniya powder 500g,mrp dhaniya powder 500g,Dhaniya Powder (500g),customer_safe_intent,,False,product_name=Dhaniya Powder (500g); product_code=DJP1007; sku=DJ-FOO-0008; recommended_product=Dhaniya Powder (500g),pricing_database,canonical_pricing
3025,How much is in one pack of Seabuckthron Cleanser (30g)?,The pack size is 30g.,informational,pack_size,Seabuckthron Cleanser (30g),DJP1046,DJ-PER-0047,high,Products Master,,how much one pack seabuckthron cleanser 30g,how much one pack seabuckthron cleanser 30g,Seabuckthron Cleanser (30g),internal_distributor_intent,,False,product_name=Seabuckthron Cleanser (30g); product_code=DJP1046; sku=DJ-PER-0047; recommended_product=Seabuckthron Cleanser (30g),product_database,canonical_product
