intent_id,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes
2881,Which product is good for Fever?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
2882,What is the MRP of New Total Joy Rice Bran Oil (1 Litre)?,The MRP is ₹299.0.,pricing,mrp,New Total Joy Rice Bran Oil (1 Litre),DJP1021,DJ-FOO-0022,high,Price List,
2883,Is Total Joy Rice Bran Oil (2 Litre) a food product?,It is categorized under FOOD PRODUCTS.,informational,product_category,Total Joy Rice Bran Oil (2 Litre),DJP1022,DJ-FOO-0023,high,Products Master,
2884,Is Hydra Max Moisturizer (50gm) a food product?,It is categorized under SKIN CARE.,informational,product_category,Hydra Max Moisturizer (50gm),DJP1060,DJ-SKI-0061,high,Products Master,
2885,DP of DJP1108,The Distributor Price (DP) is ₹799.0.,pricing,dp,L-Arginine++ - Energy Drink (100g),DJP1108,DJ-HEA-0109,high,Price List,
2886,How much BV for Advanced Calcium Tablets?,The Business Volume (BV) is 130.0.,pricing,bv,Advanced Calcium Tablets,DJP1077,DJ-HEA-0078,high,Price List,
2887,DP of DJP1054,The Distributor Price (DP) is ₹99.0.,pricing,dp,WildMuse Premium Loofah,DJP1054,DJ-PER-0055,high,Price List,
2888,"I have Worsened pain after sitting or standing for a long time, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE for Worsened pain after sitting or standing for a long time. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2889,DP of DJP1047,The Distributor Price (DP) is ₹145.0.,pricing,dp,Seabuckthron Scrub (30g),DJP1047,DJ-PER-0048,high,Price List,
2890,DP of DJP1087,The Distributor Price (DP) is ₹1099.0.,pricing,dp,Eye Health++ (60 Capsules),DJP1087,DJ-HEA-0088,high,Price List,
2891,DP of DJP1000,The Distributor Price (DP) is ₹49.0.,pricing,dp,Black Salt Sprinkler (200g),DJP1000,DJ-FOO-0001,high,Price List,
2892,What is the Super Retailer Loyalty Program?,"Purchasing Rs. 25,000 for 4 consecutive months between the 2nd and 15th gives Rs. 25,000 worth of free products.",business,joining,,,,high,Dayjoy Brochure / Loyalty Program,
2893,Which product is good for Eye Cancer & Tumors?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
2894,What is Rai (250g)?,Rai (250g) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Rai (250g),DJP1019,DJ-FOO-0020,high,Products Master,
2895,Tell me about Gas-O-Free (500ml),This is a premium product under Curind.,informational,product_discovery,Gas-O-Free (500ml),DJP1082,DJ-HEA-0083,high,Products Master,
2896,Do you have Hindi One-Page Compensation Plan (Set of 50 Leaflets)?,"Yes, Hindi One-Page Compensation Plan (Set of 50 Leaflets) is available. Code: DJP1160",transactional,availability,Hindi One-Page Compensation Plan (Set of 50 Leaflets),DJP1160,DJ-PRO-0161,high,Products Master,
2897,What is Amla Extract (60 Veg Capsules)?,Amla Extract (60 Veg Capsules) is a HEALTH CARE product by Dayjoy.,informational,product_info,Amla Extract (60 Veg Capsules),DJP1076,DJ-HEA-0077,high,Products Master,
2898,Which product is good for Physical Retardation?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
2899,Tell me about HB+ (500ml),This is a premium product under Curind.,informational,product_discovery,HB+ (500ml),DJP1089,DJ-HEA-0090,high,Products Master,
2900,Are Mirchi Powder (500g) and L-Arginine++ - Energy Drink (100g) the same?,"No, Mirchi Powder (500g) is in FOOD PRODUCTS while L-Arginine++ - Energy Drink (100g) is in HEALTH CARE.",comparison,category_difference,,,,high,Products Master,
2901,Tell me about L-Arginine++ - Energy Drink (100g),This is a premium product under Curind.,informational,product_discovery,L-Arginine++ - Energy Drink (100g),DJP1108,DJ-HEA-0109,high,Products Master,
2902,"I have Pain Around Your Anus, what should I take?","Dayjoy suggests GO PILES TABLETS for Pain Around Your Anus. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2903,Which product is good for Difficulty paying attention?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
2904,What is ELITE PACKAGE?,ELITE PACKAGE is a COMBO PACKAGES product by Dayjoy.,informational,product_info,ELITE PACKAGE,DJP1166,DJ-COM-0167,high,Products Master,
2905,Which product is good for Loss Of Appetite?,"Based on Dayjoy recommendations, you may consider HIENERGY TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
2906,Which product is good for Skin Allergies?,"Based on Dayjoy recommendations, you may consider HIENERGY TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
2907,"I have Difficulty walking on your toes, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES for Difficulty walking on your toes. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2908,How much is in one pack of Total Joy Rice Bran Oil (2 Litre)?,The pack size is 2 Litre.,informational,pack_size,Total Joy Rice Bran Oil (2 Litre),DJP1022,DJ-FOO-0023,high,Products Master,
2909,Are Shatavari Extract (60 Veg Capsules) and Dayjoy Backpack Bag the same?,"No, Shatavari Extract (60 Veg Capsules) is in HEALTH CARE while Dayjoy Backpack Bag is in PROMOTION TOOLS.",comparison,category_difference,,,,high,Products Master,
2910,"I have Lack of Energy, what should I take?","Dayjoy suggests HIENERGY TABLETS for Lack of Energy. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2911,"Which product is good for Menstrual Problems (Painful periods, irregular periods, Dysfunctional uterine bleeding)?","Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
2912,Which product is good for Gas?,"Based on Dayjoy recommendations, you may consider LIVEASE SYRUP OR GAS-O-FREE SYRUP. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
2913,DP of DJP1140,The Distributor Price (DP) is ₹14999.0.,pricing,dp,New Perfect-Ion,DJP1140,DJ-AQU-0141,high,Price List,
2914,"I have Lack of Energy, what should I take?","Dayjoy suggests HIENERGY TABLETS for Lack of Energy. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2915,How much is in one pack of Aloevera with Guava Juice (1L)?,The pack size is 1L.,informational,pack_size,Aloevera with Guava Juice (1L),DJP1073,DJ-HEA-0074,high,Products Master,
2916,"I have Nausea/Vomiting, what should I take?","Dayjoy suggests ADILIV TABLETS for Nausea/Vomiting. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2917,What is Nano Tech-52 (500ml)?,Nano Tech-52 (500ml) is a AGRICULTURE & VETERINARY product by Dayjoy.,informational,product_info,Nano Tech-52 (500ml),DJP1127,DJ-AGR-0128,high,Products Master,
2918,Do I need to maintain inventory?,No large investments in inventory or stock management are required.,business,joining,,,,high,Dayjoy Brochure / Loyalty Program,
2919,"I have Feeling Like You Still Need To Poo After going to the Toilet, what should I take?","Dayjoy suggests GO PILES TABLETS for Feeling Like You Still Need To Poo After going to the Toilet. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2920,How much is in one pack of Shilajit Gummies (60 Gummies)?,The pack size is 60 Gummies.,informational,pack_size,Shilajit Gummies (60 Gummies),DJP1112,DJ-HEA-0113,high,Products Master,
2921,Tell me about N-SF 9.5 Mineraliser,This is a premium product under Dayjoy.,informational,product_discovery,N-SF 9.5 Mineraliser,DJP1144,DJ-AQU-0145,high,Products Master,
2922,How much is in one pack of JoyProtect (500ml)?,The pack size is 500ml.,informational,pack_size,JoyProtect (500ml),DJP1134,DJ-AGR-0135,high,Products Master,
2923,Which product is good for Constipation?,"Based on Dayjoy recommendations, you may consider LIVEASE SYRUP OR GAS-O-FREE SYRUP. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
2924,Which product is good for Constipation?,"Based on Dayjoy recommendations, you may consider LIVEASE SYRUP OR GAS-O-FREE SYRUP. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
2925,Do you have Haldi Chandan Facewash (60ml)?,"Yes, Haldi Chandan Facewash (60ml) is available. Code: DJP1056",transactional,availability,Haldi Chandan Facewash (60ml),DJP1056,DJ-PER-0057,high,Products Master,
2926,"I have Disturbed bowel movements, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Disturbed bowel movements. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2927,How much is in one pack of Upma with Bhujia?,The pack size is nan.,informational,pack_size,Upma with Bhujia,DJP1025,DJ-FOO-0026,high,Products Master,
2928,"I have Hair loss, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Hair loss. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2929,How much BV for Daily Tea (250g)?,The Business Volume (BV) is 20.0.,pricing,bv,Daily Tea (250g),DJP1003,DJ-FOO-0004,high,Price List,
2930,DP of DJP1084,The Distributor Price (DP) is ₹865.0.,pricing,dp,GoPiles Syrup (500ml),DJP1084,DJ-HEA-0085,high,Price List,
2931,Which product is good for Malnutrition?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
2932,DP of DJP1125,The Distributor Price (DP) is ₹949.0.,pricing,dp,Nano Tech-46 (500ml),DJP1125,DJ-AGR-0126,high,Price List,
2933,How much BV for Ecofriendly Toothbrush (Pack of 2)?,The Business Volume (BV) is 30.0.,pricing,bv,Ecofriendly Toothbrush (Pack of 2),DJP1032,DJ-PER-0033,high,Price List,
2934,Tell me about GoPiles Syrup (500ml),This is a premium product under Curind.,informational,product_discovery,GoPiles Syrup (500ml),DJP1084,DJ-HEA-0085,high,Products Master,
2935,DP of DJP1126,The Distributor Price (DP) is ₹949.0.,pricing,dp,Nano Tech-50 (500ml),DJP1126,DJ-AGR-0127,high,Price List,
2936,What is Face Serum (30ml)?,Face Serum (30ml) is a SKIN CARE product by Dayjoy.,informational,product_info,Face Serum (30ml),DJP1057,DJ-SKI-0058,high,Products Master,
2937,Do you have Aqua Energiser (Single)?,"Yes, Aqua Energiser (Single) is available. Code: DJP1139",transactional,availability,Aqua Energiser (Single),DJP1139,DJ-AQU-0140,high,Products Master,
2938,What awards has Dayjoy won?,"Dayjoy won Startup of the Year (2020), 4th Annual Direct Selling Today Award (2021), and Entrepreneurship Excellence Award (2023).",company,info,,,,high,Dayjoy Brochure,
2939,DP of DJP1042,The Distributor Price (DP) is ₹169.0.,pricing,dp,Sandalwood & Shahi Gulab Body Lotion (150ml),DJP1042,DJ-PER-0043,high,Price List,
2940,What is Orthofix Oil (100ml)?,Orthofix Oil (100ml) is a HEALTH CARE product by Dayjoy.,informational,product_info,Orthofix Oil (100ml),DJP1099,DJ-HEA-0100,high,Products Master,
2941,Which product is good for Abnormal or weak reflexes?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
2942,"I have Persistent nausea, what should I take?","Dayjoy suggests KIDNEY KAWACH for Persistent nausea. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2943,Are Vital Protein Powder (300gm) and Perfect-Ion Leaflets (Set of 50) the same?,"No, Vital Protein Powder (300gm) is in HEALTH CARE while Perfect-Ion Leaflets (Set of 50) is in AQUA ESSENTIALS.",comparison,category_difference,,,,high,Products Master,
2944,Do you have Prosperous+ Tablets?,"Yes, Prosperous+ Tablets is available. Code: DJP1129",transactional,availability,Prosperous+ Tablets,DJP1129,DJ-AGR-0130,high,Products Master,
2945,What is the MRP of Haldi Powder (200g)?,The MRP is ₹135.0.,pricing,mrp,Haldi Powder (200g),DJP1010,DJ-FOO-0011,high,Price List,
2946,How much is in one pack of Dayjoy Pin?,The pack size is nan.,informational,pack_size,Dayjoy Pin,DJP1152,DJ-PRO-0153,high,Products Master,
2947,Which product is good for Hypoactive Sexual Desire Disorder?,"Based on Dayjoy recommendations, you may consider ADILAFORTE TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
2948,Tell me about Garam Masala (100g),This is a premium product under Aayushmaan / YumDum / Total Joy.,informational,product_discovery,Garam Masala (100g),DJP1008,DJ-FOO-0009,high,Products Master,
2949,What is Seabuckthron Cleanser (30g)?,Seabuckthron Cleanser (30g) is a PERSONAL CARE product by Dayjoy.,informational,product_info,Seabuckthron Cleanser (30g),DJP1046,DJ-PER-0047,high,Products Master,
2950,How do I join Dayjoy?,You can join by purchasing products through an existing Independent Distributor or via the official website.,business,joining,,,,high,Dayjoy Brochure / Loyalty Program,
2951,"I have Dizziness or Light Headedness, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Dizziness or Light Headedness. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2952,What is the MRP of AGRI PRO PACKAGE?,The MRP is ₹29076.0.,pricing,mrp,AGRI PRO PACKAGE,DJP1167,DJ-COM-0168,high,Price List,
2953,What is Sabji Masala (100g)?,Sabji Masala (100g) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Sabji Masala (100g),DJP1020,DJ-FOO-0021,high,Products Master,
2954,"I have Waking up during the night, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE for Waking up during the night. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2955,Is Dayjoy Bike Sticker a food product?,It is categorized under PROMOTION TOOLS.,informational,product_category,Dayjoy Bike Sticker,DJP1150,DJ-PRO-0151,high,Products Master,
2956,"I have Hypoactive Sexual Desire Disorder, what should I take?","Dayjoy suggests ADILAFORTE TABLET for Hypoactive Sexual Desire Disorder. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2957,What is Dayjoy Pin?,Dayjoy Pin is a PROMOTION TOOLS product by Dayjoy.,informational,product_info,Dayjoy Pin,DJP1152,DJ-PRO-0153,high,Products Master,
2958,What is the MRP of GoPiles (60 Tab)?,The MRP is ₹1199.0.,pricing,mrp,GoPiles (60 Tab),DJP1083,DJ-HEA-0084,high,Price List,
2959,What is the MRP of Gas-O-Free (200ml)?,The MRP is ₹599.0.,pricing,mrp,Gas-O-Free (200ml),DJP1081,DJ-HEA-0082,high,Price List,
2960,How much is in one pack of Gas-O-Free (200ml)?,The pack size is 200ml.,informational,pack_size,Gas-O-Free (200ml),DJP1081,DJ-HEA-0082,high,Products Master,
2961,Are N-astheal (60 Tab) and Anti Pollution Aloevera Face Wash (100ml) the same?,"No, N-astheal (60 Tab) is in HEALTH CARE while Anti Pollution Aloevera Face Wash (100ml) is in PERSONAL CARE.",comparison,category_difference,,,,high,Products Master,
2962,Do you have Di-beat (60 Tab)?,"Yes, Di-beat (60 Tab) is available. Code: DJP1079",transactional,availability,Di-beat (60 Tab),DJP1079,DJ-HEA-0080,high,Products Master,
2963,How much is in one pack of Orthofix Oil (100ml)?,The pack size is 100ml.,informational,pack_size,Orthofix Oil (100ml),DJP1099,DJ-HEA-0100,high,Products Master,
2964,"I have Cough, Sore Throat, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Cough, Sore Throat. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2965,How much BV for Kesham (100ml)?,The Business Volume (BV) is 24.0.,pricing,bv,Kesham (100ml),DJP1035,DJ-PER-0036,high,Price List,
2966,Tell me about Amla Reetha Sikakai Shampoo (100ml),This is a premium product under Wild Muse.,informational,product_discovery,Amla Reetha Sikakai Shampoo (100ml),DJP1055,DJ-PER-0056,high,Products Master,
2967,"I have Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom, what should I take?","Dayjoy suggests GO PILES TABLETS for Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2968,Is Kasuri Methi (50g) a food product?,It is categorized under FOOD PRODUCTS.,informational,product_category,Kasuri Methi (50g),DJP1015,DJ-FOO-0016,high,Products Master,
2969,Which product is good for Nausea and Diarrhoea?,"Based on Dayjoy recommendations, you may consider HIENERGY TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
2970,What is Luxury Saffron Soap (100g)?,Luxury Saffron Soap (100g) is a PERSONAL CARE product by Dayjoy.,informational,product_info,Luxury Saffron Soap (100g),DJP1031,DJ-PER-0032,high,Products Master,
2971,"Which product is good for Cough, Cold and Fever?","Based on Dayjoy recommendations, you may consider HIENERGY TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
2972,Do you have Multivitamins Tablets?,"Yes, Multivitamins Tablets is available. Code: DJP1094",transactional,availability,Multivitamins Tablets,DJP1094,DJ-HEA-0095,high,Products Master,
2973,How much is in one pack of Dayjoy Bike Sticker?,The pack size is nan.,informational,pack_size,Dayjoy Bike Sticker,DJP1150,DJ-PRO-0151,high,Products Master,
2974,"I have Cough, Sore Throat, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Cough, Sore Throat. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2975,Where is Dayjoy manufacturing?,"Dayjoy has a 400-acre state-of-the-art facility in Kota, Rajasthan.",company,info,,,,high,Dayjoy Brochure,
2976,"I have Skin Sensitivity, what should I take?","Dayjoy suggests AMPLE MEAL for Skin Sensitivity. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2977,What is Adicardial (120 Tab)?,Adicardial (120 Tab) is a HEALTH CARE product by Dayjoy.,informational,product_info,Adicardial (120 Tab),DJP1066,DJ-HEA-0067,high,Products Master,
2978,What is the MRP of N-SF 10.5 Mineraliser?,The MRP is ₹1999.0.,pricing,mrp,N-SF 10.5 Mineraliser,DJP1145,DJ-AQU-0146,high,Price List,
2979,"I have Breathlessness, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Breathlessness. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2980,Which product is good for Weakness when bending the knee?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
2981,"I have Reduced amount of urine, what should I take?","Dayjoy suggests KIDNEY KAWACH for Reduced amount of urine. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2982,What is Upma with Bhujia?,Upma with Bhujia is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Upma with Bhujia,DJP1025,DJ-FOO-0026,high,Products Master,
2983,Which product is good for Pain when lifting the leg?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
2984,"I have Pain Around Your Anus, what should I take?","Dayjoy suggests GO PILES TABLETS for Pain Around Your Anus. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2985,How much is in one pack of Dayjoy Leather Bag?,The pack size is nan.,informational,pack_size,Dayjoy Leather Bag,DJP1147,DJ-PRO-0148,high,Products Master,
2986,Tell me about Product Leaflets (Set of 48 Leaflets),This is a premium product under Dayjoy.,informational,product_discovery,Product Leaflets (Set of 48 Leaflets),DJP1157,DJ-PRO-0158,high,Products Master,
2987,Which product is good for Stress?,"Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
2988,Which product is good for Running Nose?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
2989,"Which is better, Omega 3-6-9 or Orthofix Oil (100ml)?",Both are excellent HEALTH CARE products. Choose based on your specific health or personal care needs. Consult the Dayjoy product guide.,comparison,alternative,,,,medium,General Guidance,
2990,What is Haldi Powder (25g)?,Haldi Powder (25g) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Haldi Powder (25g),DJP1009,DJ-FOO-0010,high,Products Master,
2991,"I have Shortness of Breath, what should I take?","Dayjoy suggests ADILIPO TABLET for Shortness of Breath. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2992,Tell me about Himalayan Pink Salt Sprinkler (200g),This is a premium product under Aayushmaan / YumDum / Total Joy.,informational,product_discovery,Himalayan Pink Salt Sprinkler (200g),DJP1012,DJ-FOO-0013,high,Products Master,
2993,What is the MRP of Gas-O-Free (500ml)?,The MRP is ₹1399.0.,pricing,mrp,Gas-O-Free (500ml),DJP1082,DJ-HEA-0083,high,Price List,
2994,"I have Weight Gain, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Weight Gain. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2995,What is New Total Joy Rice Bran Oil (1 Litre)?,New Total Joy Rice Bran Oil (1 Litre) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,New Total Joy Rice Bran Oil (1 Litre),DJP1021,DJ-FOO-0022,high,Products Master,
2996,Do I need to maintain inventory?,No large investments in inventory or stock management are required.,business,joining,,,,high,Dayjoy Brochure / Loyalty Program,
2997,"I have Indigestion, what should I take?","Dayjoy suggests ADILIV TABLETS for Indigestion. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
2998,What is Seabuckthron Facial Fluid (10ml)?,Seabuckthron Facial Fluid (10ml) is a PERSONAL CARE product by Dayjoy.,informational,product_info,Seabuckthron Facial Fluid (10ml),DJP1051,DJ-PER-0052,high,Products Master,
2999,How much is in one pack of Dayjoy Leather Bag?,The pack size is nan.,informational,pack_size,Dayjoy Leather Bag,DJP1147,DJ-PRO-0148,high,Products Master,
3000,What is AGRI PRO PACKAGE?,AGRI PRO PACKAGE is a COMBO PACKAGES product by Dayjoy.,informational,product_info,AGRI PRO PACKAGE,DJP1167,DJ-COM-0168,high,Products Master,
3001,Can I return it?,You may return marketable products within 30 days of invoice with original bill (5% handling charge applies).,policy,shipping_refund,,,,high,Shipping/Refund Policy,
3002,Which product is good for Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom?,"Based on Dayjoy recommendations, you may consider GO PILES TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
3003,What is the Super Retailer Loyalty Program?,"Purchasing Rs. 25,000 for 4 consecutive months between the 2nd and 15th gives Rs. 25,000 worth of free products.",business,joining,,,,high,Dayjoy Brochure / Loyalty Program,
3004,How much is in one pack of Gold Facial Kit?,The pack size is nan.,informational,pack_size,Gold Facial Kit,DJP1058,DJ-SKI-0059,high,Products Master,
3005,How much is in one pack of Haldi Powder (200g)?,The pack size is 200g.,informational,pack_size,Haldi Powder (200g),DJP1010,DJ-FOO-0011,high,Products Master,
3006,How much is in one pack of Dishwash Liquid Gel (500ml)?,The pack size is 500ml.,informational,pack_size,Dishwash Liquid Gel (500ml),DJP1115,DJ-HOM-0116,high,Products Master,
3007,Is Nano Tech-19 (500ml) a food product?,It is categorized under AGRICULTURE & VETERINARY.,informational,product_category,Nano Tech-19 (500ml),DJP1124,DJ-AGR-0125,high,Products Master,
3008,What is Regain Aloevera Shampoo (300ml)?,Regain Aloevera Shampoo (300ml) is a PERSONAL CARE product by Dayjoy.,informational,product_info,Regain Aloevera Shampoo (300ml),DJP1041,DJ-PER-0042,high,Products Master,
3009,"I have Allergic Conjunctivitis, what should I take?","Dayjoy suggests EYE ELIXIR DROPS for Allergic Conjunctivitis. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
3010,DP of DJP1161,The Distributor Price (DP) is ₹135.0.,pricing,dp,English One-Page Compensation Plan (Set of 50 Leaflets),DJP1161,DJ-PRO-0162,high,Price List,
3011,How much is in one pack of BR Rich Oil (200ml)?,The pack size is 200ml.,informational,pack_size,BR Rich Oil (200ml),DJP1029,DJ-PER-0030,high,Products Master,
3012,How do I join Dayjoy?,You can join by purchasing products through an existing Independent Distributor or via the official website.,business,joining,,,,high,Dayjoy Brochure / Loyalty Program,
3013,How much is in one pack of Mirchi Powder (200g)?,The pack size is 200g.,informational,pack_size,Mirchi Powder (200g),DJP1017,DJ-FOO-0018,high,Products Master,
3014,How much is in one pack of Poha with Bhujia?,The pack size is nan.,informational,pack_size,Poha with Bhujia,DJP1024,DJ-FOO-0025,high,Products Master,
3015,"Which product is good for Pale, Bloody, or Black Stool?","Based on Dayjoy recommendations, you may consider ADILIV TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
3016,"I have Difficulty in Breathing, what should I take?","Dayjoy suggests AMPLE MEAL for Difficulty in Breathing. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
3017,How much BV for JoySpread 80+ Gold (250ml)?,The Business Volume (BV) is 75.0.,pricing,bv,JoySpread 80+ Gold (250ml),DJP1131,DJ-AGR-0132,high,Price List,
3018,"I have Lack of Energy, what should I take?","Dayjoy suggests HIENERGY TABLETS for Lack of Energy. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
3019,"I have Loss of sensation or numbness, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES for Loss of sensation or numbness. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
3020,"I have Waking up during the night, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE for Waking up during the night. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
3021,What is the MRP of New Dayjoy Product Brochure (Telugu)?,The MRP is ₹250.0.,pricing,mrp,New Dayjoy Product Brochure (Telugu),DJP1156,DJ-PRO-0157,high,Price List,
3022,What is Amla Reetha Sikakai Shampoo (100ml)?,Amla Reetha Sikakai Shampoo (100ml) is a PERSONAL CARE product by Dayjoy.,informational,product_info,Amla Reetha Sikakai Shampoo (100ml),DJP1055,DJ-PER-0056,high,Products Master,
